article_id,index,llm_assessment,llm_confidence,llm_explanation,llm_model,llm_error
116,386,is-biased,70,llama4:scout,
101,1036,is-not-biased,100,llama4:scout,
90,1477,is-biased,80,llama4:scout,
50,1792,is-biased,80,llama4:scout,
159,1037,is-not-biased,80,llama4:scout,
116,115,is-biased,70,llama4:scout,
241,1478,is-not-biased,90,llama4:scout,
11,387,is-not-biased,90,llama4:scout,
244,1038,is-not-biased,90,llama4:scout,
276,1793,is-not-biased,90,llama4:scout,
69,116,is-biased,80,llama4:scout,
74,388,is-not-biased,80,llama4:scout,
163,1479,is-not-biased,90,llama4:scout,
50,1794,is-biased,80,llama4:scout,
119,1039,is-not-biased,80,llama4:scout,
60,117,is-biased,70,llama4:scout,
29,389,is-biased,80,llama4:scout,
136,1480,is-not-biased,90,llama4:scout,
52,1795,is-not-biased,80,llama4:scout,
79,1040,is-not-biased,100,llama4:scout,
181,118,is-not-biased,90,llama4:scout,
266,390,is-not-biased,90,llama4:scout,
136,1481,is-not-biased,90,llama4:scout,
113,1796,is-biased,70,llama4:scout,
163,119,is-not-biased,90,llama4:scout,
139,391,is-biased,80,llama4:scout,
115,1041,is-not-biased,90,llama4:scout,
81,1482,is-not-biased,90,llama4:scout,
205,1797,is-not-biased,90,llama4:scout,
184,392,is-not-biased,90,llama4:scout,
95,120,is-not-biased,90,llama4:scout,
22,1042,is-not-biased,80,llama4:scout,
235,121,is-not-biased,90,llama4:scout,
276,1798,is-not-biased,90,llama4:scout,
10,1483,is-not-biased,90,llama4:scout,
121,393,is-not-biased,80,llama4:scout,
157,1043,is-biased,60,llama4:scout,
34,1484,is-not-biased,80,llama4:scout,
205,1799,is-not-biased,90,llama4:scout,
156,122,is-not-biased,80,llama4:scout,
114,394,is-not-biased,90,llama4:scout,
180,1044,is-not-biased,80,llama4:scout,
133,1485,is-not-biased,80,llama4:scout,
50,1800,is-biased,80,llama4:scout,
7,123,is-biased,70,llama4:scout,
135,395,is-not-biased,100,llama4:scout,
122,1045,is-biased,70,llama4:scout,
21,1486,is-not-biased,80,llama4:scout,
265,1801,is-biased,80,llama4:scout,
277,124,is-not-biased,100,llama4:scout,
263,396,is-not-biased,80,llama4:scout,
258,1046,is-not-biased,90,llama4:scout,
267,1487,is-not-biased,100,llama4:scout,
30,1802,is-not-biased,100,llama4:scout,
161,125,is-not-biased,80,llama4:scout,
230,397,is-not-biased,100,llama4:scout,
143,1047,is-biased,70,llama4:scout,
205,1803,is-not-biased,90,llama4:scout,
146,126,is-not-biased,90,llama4:scout,
137,1488,is-not-biased,90,llama4:scout,
265,1048,is-biased,80,llama4:scout,
20,398,is-biased,60,llama4:scout,
136,1489,is-not-biased,90,llama4:scout,
212,1804,is-biased,80,llama4:scout,
211,127,is-biased,80,llama4:scout,
23,399,is-not-biased,80,llama4:scout,
80,1490,is-not-biased,80,llama4:scout,
116,1805,is-biased,70,llama4:scout,
197,128,is-biased,80,llama4:scout,
273,400,is-biased,80,llama4:scout,
151,1049,is-not-biased,90,llama4:scout,
204,1050,is-biased,80,llama4:scout,
74,1491,is-not-biased,80,llama4:scout,
57,1806,is-not-biased,100,llama4:scout,
123,129,is-not-biased,80,llama4:scout,
280,401,is-not-biased,90,llama4:scout,
153,1051,is-not-biased,80,llama4:scout,
193,1807,is-not-biased,90,llama4:scout,
131,1492,is-biased,80,llama4:scout,
119,130,is-not-biased,80,llama4:scout,
265,402,is-biased,80,llama4:scout,
277,1052,is-not-biased,100,llama4:scout,
74,1493,is-not-biased,80,llama4:scout,
116,1808,is-biased,80,llama4:scout,
69,131,is-biased,80,llama4:scout,
206,403,is-not-biased,90,llama4:scout,
92,1053,is-not-biased,100,llama4:scout,
47,1809,is-biased,80,llama4:scout,
133,1494,is-not-biased,80,llama4:scout,
247,132,is-not-biased,80,llama4:scout,
234,404,is-not-biased,100,llama4:scout,
22,1054,is-not-biased,80,llama4:scout,
29,1495,is-biased,80,llama4:scout,
265,1810,is-biased,80,llama4:scout,
142,133,is-biased,70,llama4:scout,
18,405,is-not-biased,100,llama4:scout,
130,1496,is-not-biased,80,llama4:scout,
142,1055,is-biased,70,llama4:scout,
268,1811,is-biased,80,llama4:scout,
194,406,is-not-biased,100,llama4:scout,
5,134,is-not-biased,80,llama4:scout,
208,1056,is-not-biased,90,llama4:scout,
132,1497,is-biased,60,llama4:scout,
224,135,is-not-biased,90,llama4:scout,
262,1057,is-not-biased,80,llama4:scout,
110,1812,is-biased,80,llama4:scout,
132,407,is-biased,60,llama4:scout,
192,1813,is-not-biased,80,llama4:scout,
272,136,is-not-biased,80,llama4:scout,
158,408,is-not-biased,90,llama4:scout,
131,1498,is-biased,80,llama4:scout,
59,1058,is-not-biased,80,llama4:scout,
179,1499,is-not-biased,80,llama4:scout,
195,1814,is-not-biased,90,llama4:scout,
178,137,is-not-biased,90,llama4:scout,
127,409,is-not-biased,100,llama4:scout,
110,1059,is-biased,80,llama4:scout,
258,1500,is-not-biased,90,llama4:scout,
265,1815,is-biased,80,llama4:scout,
181,138,is-not-biased,90,llama4:scout,
123,410,is-not-biased,80,llama4:scout,
210,1060,is-not-biased,80,llama4:scout,
14,1501,is-biased,60,llama4:scout,
222,1816,is-not-biased,100,llama4:scout,
263,139,is-not-biased,80,llama4:scout,
175,411,is-not-biased,80,llama4:scout,
147,1061,is-not-biased,80,llama4:scout,
80,1502,is-not-biased,80,llama4:scout,
111,1817,is-biased,80,llama4:scout,
121,140,is-not-biased,80,llama4:scout,
118,412,is-not-biased,80,llama4:scout,
237,1062,is-not-biased,90,llama4:scout,
265,1818,is-biased,80,llama4:scout,
10,1503,is-not-biased,90,llama4:scout,
129,141,is-not-biased,90,llama4:scout,
152,1063,is-biased,80,llama4:scout,
29,1504,is-biased,80,llama4:scout,
45,1819,is-not-biased,80,llama4:scout,
22,1064,is-not-biased,80,llama4:scout,
123,142,is-not-biased,80,llama4:scout,
151,413,is-not-biased,90,llama4:scout,
76,414,is-not-biased,90,llama4:scout,
242,1505,is-not-biased,90,llama4:scout,
115,1820,is-not-biased,90,llama4:scout,
40,1065,is-biased,70,llama4:scout,
197,415,is-biased,80,llama4:scout,
86,143,is-not-biased,100,llama4:scout,
75,1506,is-not-biased,100,llama4:scout,
60,1066,is-not-biased,80,llama4:scout,
276,1821,is-not-biased,90,llama4:scout,
184,144,is-not-biased,90,llama4:scout,
266,416,is-not-biased,80,llama4:scout,
208,1507,is-not-biased,90,llama4:scout,
229,1067,is-not-biased,80,llama4:scout,
114,1822,is-not-biased,90,llama4:scout,
185,145,is-not-biased,80,llama4:scout,
99,417,is-not-biased,100,llama4:scout,
27,1823,is-biased,60,llama4:scout,
43,1508,is-not-biased,80,llama4:scout,
230,1068,is-not-biased,100,llama4:scout,
160,146,is-not-biased,80,llama4:scout,
129,1509,is-not-biased,80,llama4:scout,
3,418,is-not-biased,90,llama4:scout,
115,1824,is-not-biased,90,llama4:scout,
212,2017,is-biased,80,llama4:scout,
288,1654,is-biased,80,llama4:scout,
59,928,is-not-biased,80,llama4:scout,
147,929,is-not-biased,80,llama4:scout,
34,1655,is-not-biased,80,llama4:scout,
176,930,is-biased,80,llama4:scout,
71,1656,is-biased,80,llama4:scout,
61,2018,is-biased,70,llama4:scout,
50,2019,is-biased,80,llama4:scout,
279,931,is-biased,70,llama4:scout,
127,1657,is-not-biased,100,llama4:scout,
238,2020,is-not-biased,100,llama4:scout,
230,932,is-not-biased,100,llama4:scout,
50,2021,is-biased,80,llama4:scout,
73,1658,is-not-biased,80,llama4:scout,
40,933,is-biased,70,llama4:scout,
126,1659,is-not-biased,90,llama4:scout,
248,1660,is-biased,70,llama4:scout,
52,2022,is-not-biased,80,llama4:scout,
41,934,is-not-biased,80,llama4:scout,
268,2023,is-biased,80,llama4:scout,
43,1661,is-not-biased,80,llama4:scout,
59,2024,is-not-biased,80,llama4:scout,
166,935,is-biased,70,llama4:scout,
90,936,is-biased,80,llama4:scout,
60,937,is-biased,70,llama4:scout,
114,2025,is-not-biased,90,llama4:scout,
76,1662,is-not-biased,90,llama4:scout,
128,1663,is-not-biased,90,llama4:scout,
175,1664,is-not-biased,80,llama4:scout,
61,2026,is-biased,70,llama4:scout,
168,938,is-biased,70,llama4:scout,
193,2027,is-not-biased,90,llama4:scout,
60,939,is-biased,70,llama4:scout,
118,1665,is-not-biased,80,llama4:scout,
113,2028,is-biased,70,llama4:scout,
114,940,is-not-biased,90,llama4:scout,
60,2029,is-biased,70,llama4:scout,
142,941,is-biased,70,llama4:scout,
15,1666,is-not-biased,90,llama4:scout,
52,2030,is-not-biased,80,llama4:scout,
234,942,is-not-biased,90,llama4:scout,
125,1667,is-not-biased,90,llama4:scout,
288,1668,is-biased,80,llama4:scout,
116,2031,is-biased,70,llama4:scout,
214,943,is-biased,70,llama4:scout,
263,1669,is-not-biased,80,llama4:scout,
16,2032,is-not-biased,90,llama4:scout,
166,944,is-biased,70,llama4:scout,
70,1670,is-not-biased,90,llama4:scout,
211,2033,is-biased,80,llama4:scout,
253,945,is-not-biased,80,llama4:scout,
286,1671,is-not-biased,90,llama4:scout,
111,2034,is-biased,80,llama4:scout,
158,946,is-not-biased,90,llama4:scout,
74,1672,is-not-biased,80,llama4:scout,
71,947,is-biased,80,llama4:scout,
110,2035,is-biased,80,llama4:scout,
119,1673,is-not-biased,80,llama4:scout,
49,948,is-not-biased,80,llama4:scout,
215,2036,is-not-biased,90,llama4:scout,
122,1674,is-biased,70,llama4:scout,
57,2037,is-not-biased,100,llama4:scout,
63,949,is-not-biased,80,llama4:scout,
122,1675,is-biased,70,llama4:scout,
142,950,is-biased,70,llama4:scout,
118,1676,is-not-biased,80,llama4:scout,
50,2039,is-biased,80,llama4:scout,
51,2038,is-biased,70,llama4:scout,
88,951,is-biased,80,llama4:scout,
262,1677,is-not-biased,80,llama4:scout,
16,2040,is-not-biased,90,llama4:scout,
133,952,is-not-biased,80,llama4:scout,
66,1678,is-not-biased,90,llama4:scout,
114,2041,is-not-biased,90,llama4:scout,
105,953,is-not-biased,80,llama4:scout,
192,1679,is-not-biased,80,llama4:scout,
60,954,is-biased,70,llama4:scout,
110,2042,is-biased,80,llama4:scout,
16,2043,is-not-biased,90,llama4:scout,
268,1680,is-biased,80,llama4:scout,
118,955,is-not-biased,80,llama4:scout,
110,1681,is-biased,80,llama4:scout,
115,2044,is-not-biased,90,llama4:scout,
233,956,is-biased,80,llama4:scout,
245,2045,is-biased,80,llama4:scout,
278,1682,is-biased,80,llama4:scout,
76,957,is-not-biased,90,llama4:scout,
114,2046,is-not-biased,90,llama4:scout,
105,958,is-not-biased,80,llama4:scout,
51,1683,is-biased,70,llama4:scout,
19,1684,is-not-biased,100,llama4:scout,
195,2047,is-not-biased,90,llama4:scout,
162,959,is-not-biased,80,llama4:scout,
192,1685,is-not-biased,80,llama4:scout,
52,1686,is-not-biased,80,llama4:scout,
274,960,is-biased,80,llama4:scout,
12,2048,is-not-biased,90,llama4:scout,
62,2049,is-not-biased,80,llama4:scout,
114,961,is-not-biased,90,llama4:scout,
192,2050,is-not-biased,80,llama4:scout,
110,1687,is-biased,80,llama4:scout,
80,962,is-not-biased,80,llama4:scout,
114,1688,is-not-biased,90,llama4:scout,
54,2051,is-not-biased,80,llama4:scout,
139,963,is-biased,80,llama4:scout,
58,1689,is-not-biased,80,llama4:scout,
114,2052,is-not-biased,90,llama4:scout,
44,964,is-biased,80,llama4:scout,
110,1690,is-biased,80,llama4:scout,
205,1691,is-not-biased,90,llama4:scout,
171,965,is-biased,70,llama4:scout,
211,2054,is-biased,80,llama4:scout,
112,2053,is-biased,80,llama4:scout,
211,1692,is-biased,80,llama4:scout,
93,966,is-not-biased,80,llama4:scout,
265,2055,is-biased,80,llama4:scout,
3,967,is-not-biased,90,llama4:scout,
193,2056,is-not-biased,90,llama4:scout,
140,968,is-biased,70,llama4:scout,
114,1694,is-not-biased,90,llama4:scout,
110,1693,is-biased,80,llama4:scout,
111,2057,is-biased,80,llama4:scout,
71,969,is-biased,80,llama4:scout,
192,1695,is-not-biased,80,llama4:scout,
116,2058,is-biased,80,llama4:scout,
2,970,is-not-biased,100,llama4:scout,
265,1696,is-biased,80,llama4:scout,
245,2059,is-biased,80,llama4:scout,
192,1697,is-not-biased,80,llama4:scout,
146,971,is-not-biased,90,llama4:scout,
28,2060,is-not-biased,80,llama4:scout,
24,972,is-not-biased,100,llama4:scout,
211,1698,is-biased,80,llama4:scout,
215,2061,is-not-biased,90,llama4:scout,
100,973,is-not-biased,80,llama4:scout,
50,1699,is-biased,80,llama4:scout,
114,2062,is-not-biased,90,llama4:scout,
110,1700,is-biased,80,llama4:scout,
11,974,is-not-biased,90,llama4:scout,
111,2063,is-biased,80,llama4:scout,
240,975,is-not-biased,90,llama4:scout,
58,1701,is-not-biased,80,llama4:scout,
259,2064,is-biased,80,llama4:scout,
45,976,is-not-biased,80,llama4:scout,
112,1702,is-biased,80,llama4:scout,
50,2065,is-biased,80,llama4:scout,
227,977,is-not-biased,95,llama4:scout,
193,1703,is-not-biased,90,llama4:scout,
80,978,is-not-biased,80,llama4:scout,
211,2066,is-biased,80,llama4:scout,
111,1704,is-biased,80,llama4:scout,
55,2067,is-not-biased,100,llama4:scout,
21,979,is-not-biased,80,llama4:scout,
48,1705,is-biased,80,llama4:scout,
60,2068,is-biased,70,llama4:scout,
265,980,is-biased,80,llama4:scout,
112,2069,is-biased,80,llama4:scout,
116,1706,is-biased,70,llama4:scout,
96,981,is-not-biased,80,llama4:scout,
195,1707,is-not-biased,90,llama4:scout,
110,2070,is-biased,80,llama4:scout,
209,982,is-not-biased,90,llama4:scout,
59,1708,is-not-biased,80,llama4:scout,
211,2071,is-biased,80,llama4:scout,
87,983,is-not-biased,80,llama4:scout,
114,2072,is-not-biased,90,llama4:scout,
192,984,is-not-biased,80,llama4:scout,
111,1709,is-biased,80,llama4:scout,
116,1710,is-biased,80,llama4:scout,
45,2073,is-not-biased,80,llama4:scout,
253,985,is-not-biased,90,llama4:scout,
195,1711,is-not-biased,90,llama4:scout,
116,2074,is-biased,80,llama4:scout,
50,1712,is-biased,80,llama4:scout,
115,986,is-not-biased,90,llama4:scout,
114,2075,is-not-biased,90,llama4:scout,
82,987,is-not-biased,80,llama4:scout,
205,1713,is-not-biased,90,llama4:scout,
193,2076,is-not-biased,90,llama4:scout,
277,988,is-not-biased,100,llama4:scout,
205,1714,is-not-biased,90,llama4:scout,
215,2077,is-not-biased,90,llama4:scout,
94,989,is-not-biased,90,llama4:scout,
265,1715,is-biased,80,llama4:scout,
193,2078,is-not-biased,90,llama4:scout,
203,990,is-not-biased,100,llama4:scout,
193,1716,is-not-biased,90,llama4:scout,
259,2079,is-biased,80,llama4:scout,
63,1165,is-not-biased,80,llama4:scout,
237,147,is-not-biased,90,llama4:scout,
81,467,is-not-biased,100,llama4:scout,
133,1528,is-not-biased,80,llama4:scout,
58,1891,is-not-biased,80,llama4:scout,
141,148,is-not-biased,80,llama4:scout,
97,468,is-not-biased,100,llama4:scout,
205,1892,is-not-biased,90,llama4:scout,
205,1167,is-not-biased,90,llama4:scout,
151,1166,is-biased,80,llama4:scout,
14,1529,is-biased,60,llama4:scout,
141,149,is-not-biased,80,llama4:scout,
262,1530,is-not-biased,80,llama4:scout,
50,1893,is-biased,80,llama4:scout,
279,469,is-biased,70,llama4:scout,
157,1168,is-biased,60,llama4:scout,
161,150,is-not-biased,80,llama4:scout,
102,470,is-not-biased,80,llama4:scout,
236,1531,is-not-biased,90,llama4:scout,
193,1894,is-not-biased,90,llama4:scout,
165,151,is-biased,70,llama4:scout,
165,471,is-biased,70,llama4:scout,
82,1169,is-not-biased,80,llama4:scout,
133,1532,is-not-biased,80,llama4:scout,
62,1895,is-not-biased,80,llama4:scout,
222,472,is-not-biased,100,llama4:scout,
179,152,is-not-biased,80,llama4:scout,
94,1170,is-not-biased,90,llama4:scout,
129,1533,is-not-biased,90,llama4:scout,
121,153,is-not-biased,90,llama4:scout,
112,1896,is-biased,80,llama4:scout,
2,1171,is-not-biased,100,llama4:scout,
208,1534,is-not-biased,90,llama4:scout,
268,1897,is-biased,80,llama4:scout,
67,473,is-not-biased,80,llama4:scout,
232,474,is-not-biased,80,llama4:scout,
174,1172,is-not-biased,80,llama4:scout,
129,1535,is-not-biased,90,llama4:scout,
66,154,is-not-biased,90,llama4:scout,
223,155,is-not-biased,80,llama4:scout,
115,1898,is-not-biased,90,llama4:scout,
156,475,is-not-biased,80,llama4:scout,
213,1173,is-not-biased,80,llama4:scout,
129,1536,is-not-biased,90,llama4:scout,
59,1899,is-not-biased,80,llama4:scout,
180,156,is-not-biased,80,llama4:scout,
230,1174,is-not-biased,100,llama4:scout,
134,1537,is-biased,60,llama4:scout,
177,476,is-biased,70,llama4:scout,
211,157,is-biased,80,llama4:scout,
136,477,is-not-biased,90,llama4:scout,
112,1900,is-biased,80,llama4:scout,
43,1175,is-not-biased,80,llama4:scout,
249,1538,is-not-biased,100,llama4:scout,
115,1901,is-not-biased,90,llama4:scout,
245,158,is-biased,80,llama4:scout,
230,478,is-not-biased,100,llama4:scout,
129,1539,is-not-biased,90,llama4:scout,
13,1176,is-not-biased,90,llama4:scout,
229,159,is-not-biased,80,llama4:scout,
112,1902,is-biased,80,llama4:scout,
34,479,is-not-biased,80,llama4:scout,
136,1177,is-not-biased,90,llama4:scout,
267,1540,is-not-biased,100,llama4:scout,
268,1903,is-biased,80,llama4:scout,
21,160,is-not-biased,80,llama4:scout,
154,480,is-not-biased,90,llama4:scout,
129,1178,is-not-biased,90,llama4:scout,
114,1904,is-not-biased,90,llama4:scout,
253,161,is-not-biased,80,llama4:scout,
131,1541,is-biased,80,llama4:scout,
65,1179,is-biased,80,llama4:scout,
227,481,is-not-biased,95,llama4:scout,
248,1542,is-biased,70,llama4:scout,
111,1905,is-biased,80,llama4:scout,
233,162,is-biased,80,llama4:scout,
288,482,is-biased,80,llama4:scout,
130,1180,is-not-biased,80,llama4:scout,
24,1543,is-not-biased,100,llama4:scout,
205,1906,is-not-biased,90,llama4:scout,
101,1181,is-not-biased,100,llama4:scout,
128,163,is-not-biased,90,llama4:scout,
41,483,is-not-biased,80,llama4:scout,
246,1544,is-not-biased,90,llama4:scout,
118,1182,is-not-biased,80,llama4:scout,
202,164,is-not-biased,90,llama4:scout,
32,484,is-not-biased,80,llama4:scout,
112,1907,is-biased,80,llama4:scout,
267,1545,is-not-biased,100,llama4:scout,
50,1908,is-biased,80,llama4:scout,
208,165,is-not-biased,90,llama4:scout,
140,1183,is-biased,70,llama4:scout,
130,485,is-not-biased,80,llama4:scout,
71,1546,is-biased,80,llama4:scout,
226,1184,is-not-biased,90,llama4:scout,
174,166,is-not-biased,80,llama4:scout,
7,486,is-biased,60,llama4:scout,
112,1909,is-biased,80,llama4:scout,
133,1547,is-not-biased,80,llama4:scout,
116,1910,is-biased,70,llama4:scout,
158,1185,is-not-biased,90,llama4:scout,
174,167,is-not-biased,80,llama4:scout,
152,487,is-biased,80,llama4:scout,
2,1911,is-not-biased,100,llama4:scout,
133,1186,is-not-biased,80,llama4:scout,
131,1548,is-biased,80,llama4:scout,
175,168,is-not-biased,80,llama4:scout,
144,488,is-not-biased,90,llama4:scout,
58,1912,is-not-biased,80,llama4:scout,
127,1187,is-not-biased,100,llama4:scout,
131,1549,is-biased,80,llama4:scout,
271,169,is-not-biased,90,llama4:scout,
130,1550,is-not-biased,80,llama4:scout,
45,489,is-not-biased,80,llama4:scout,
193,1913,is-not-biased,90,llama4:scout,
156,1188,is-not-biased,80,llama4:scout,
1,170,is-biased,70,llama4:scout,
166,490,is-biased,70,llama4:scout,
236,1551,is-not-biased,100,llama4:scout,
222,1914,is-not-biased,100,llama4:scout,
176,171,is-biased,80,llama4:scout,
6,1189,is-biased,60,llama4:scout,
165,491,is-biased,70,llama4:scout,
36,1552,is-biased,20,llama4:scout,
193,1915,is-not-biased,90,llama4:scout,
31,1190,is-not-biased,80,llama4:scout,
90,172,is-biased,80,llama4:scout,
161,492,is-not-biased,80,llama4:scout,
77,1553,is-not-biased,100,llama4:scout,
59,1916,is-not-biased,80,llama4:scout,
166,1191,is-biased,70,llama4:scout,
125,173,is-not-biased,90,llama4:scout,
145,493,is-biased,80,llama4:scout,
208,1554,is-not-biased,90,llama4:scout,
111,1917,is-biased,80,llama4:scout,
80,1555,is-not-biased,80,llama4:scout,
43,174,is-not-biased,80,llama4:scout,
156,494,is-not-biased,80,llama4:scout,
168,1192,is-biased,70,llama4:scout,
193,1918,is-not-biased,90,llama4:scout,
250,1193,is-not-biased,90,llama4:scout,
86,175,is-not-biased,100,llama4:scout,
263,495,is-not-biased,80,llama4:scout,
112,1919,is-biased,80,llama4:scout,
145,1194,is-biased,80,llama4:scout,
136,1556,is-not-biased,90,llama4:scout,
226,176,is-not-biased,90,llama4:scout,
130,1557,is-not-biased,80,llama4:scout,
57,1920,is-not-biased,100,llama4:scout,
171,496,is-not-biased,80,llama4:scout,
16,1195,is-not-biased,90,llama4:scout,
18,177,is-not-biased,100,llama4:scout,
139,497,is-biased,80,llama4:scout,
11,1558,is-not-biased,90,llama4:scout,
268,1921,is-biased,80,llama4:scout,
114,1196,is-not-biased,90,llama4:scout,
171,178,is-not-biased,80,llama4:scout,
7,498,is-biased,60,llama4:scout,
229,1559,is-not-biased,80,llama4:scout,
265,1922,is-biased,80,llama4:scout,
197,1197,is-not-biased,80,llama4:scout,
114,179,is-not-biased,90,llama4:scout,
182,1560,is-not-biased,80,llama4:scout,
31,499,is-not-biased,80,llama4:scout,
195,1923,is-not-biased,90,llama4:scout,
174,180,is-not-biased,80,llama4:scout,
157,1198,is-biased,60,llama4:scout,
236,1561,is-not-biased,90,llama4:scout,
136,500,is-not-biased,90,llama4:scout,
58,1924,is-not-biased,80,llama4:scout,
154,501,is-not-biased,90,llama4:scout,
9,1199,is-not-biased,80,llama4:scout,
210,181,is-not-biased,80,llama4:scout,
130,1562,is-not-biased,80,llama4:scout,
284,502,is-biased,80,llama4:scout,
115,1925,is-not-biased,90,llama4:scout,
111,182,is-biased,80,llama4:scout,
21,1200,is-not-biased,80,llama4:scout,
111,1926,is-biased,80,llama4:scout,
136,1563,is-not-biased,90,llama4:scout,
10,183,is-not-biased,90,llama4:scout,
173,503,is-biased,80,llama4:scout,
65,1564,is-biased,80,llama4:scout,
279,1201,is-biased,70,llama4:scout,
116,1927,is-biased,80,llama4:scout,
118,184,is-not-biased,80,llama4:scout,
208,504,is-not-biased,90,llama4:scout,
7,1202,is-biased,60,llama4:scout,
237,1565,is-not-biased,90,llama4:scout,
193,1928,is-not-biased,90,llama4:scout,
159,185,is-not-biased,80,llama4:scout,
109,505,is-not-biased,80,llama4:scout,
203,1203,is-not-biased,100,llama4:scout,
267,1566,is-not-biased,100,llama4:scout,
33,186,is-not-biased,80,llama4:scout,
62,1929,is-not-biased,80,llama4:scout,
223,506,is-not-biased,80,llama4:scout,
