article_id,index,politics,llm_assessment,llm_confidence,llm_model,llm_error
267,1540,Conservative,is-not-biased,90,llama4:scout,
121,1414,Conservative,is-not-biased,80,llama4:scout,
278,722,Conservative,is-biased,80,llama4:scout,
143,721,Independent,is-biased,70,llama4:scout,
95,1415,Liberal,is-not-biased,80,llama4:scout,
131,1541,Conservative,is-biased,80,llama4:scout,
244,723,Liberal,is-biased,70,llama4:scout,
248,1542,Conservative,is-biased,80,llama4:scout,
152,1416,Liberal,is-biased,80,llama4:scout,
63,724,Liberal,is-not-biased,80,llama4:scout,
286,1417,Liberal,is-not-biased,90,llama4:scout,
24,1543,Independent,is-not-biased,100,llama4:scout,
231,725,Conservative,is-not-biased,90,llama4:scout,
76,1418,Other,is-not-biased,90,llama4:scout,
246,1544,Liberal,is-not-biased,90,llama4:scout,
58,726,Liberal,is-not-biased,80,llama4:scout,
267,1545,Independent,is-not-biased,100,llama4:scout,
59,1419,Liberal,is-not-biased,80,llama4:scout,
150,727,Independent,is-not-biased,90,llama4:scout,
75,1420,Conservative,is-not-biased,90,llama4:scout,
71,1546,Conservative,is-biased,80,llama4:scout,
80,728,Liberal,is-biased,80,llama4:scout,
224,729,Conservative,is-biased,80,llama4:scout,
195,1422,Independent,is-not-biased,90,llama4:scout,
132,1421,Conservative,is-biased,70,llama4:scout,
133,1547,Conservative,is-biased,70,llama4:scout,
173,730,Independent,is-not-biased,90,llama4:scout,
230,1423,Liberal,is-not-biased,100,llama4:scout,
131,1548,Independent,is-biased,80,llama4:scout,
281,1424,Conservative,is-not-biased,90,llama4:scout,
131,1549,Liberal,is-biased,80,llama4:scout,
88,731,Liberal,is-biased,70,llama4:scout,
130,1550,Conservative,is-biased,80,llama4:scout,
78,732,Liberal,is-not-biased,80,llama4:scout,
236,1551,Conservative,is-not-biased,90,llama4:scout,
173,733,Liberal,is-biased,80,llama4:scout,
104,1425,Conservative,is-biased,80,llama4:scout,
164,1426,Conservative,is-not-biased,80,llama4:scout,
127,734,Liberal,is-not-biased,90,llama4:scout,
223,1427,Liberal,is-not-biased,80,llama4:scout,
77,1553,Conservative,is-not-biased,90,llama4:scout,
36,1552,Independent,is-not-biased,90,llama4:scout,
148,1428,Independent,is-not-biased,100,llama4:scout,
208,1554,Conservative,is-not-biased,80,llama4:scout,
149,735,Independent,is-not-biased,90,llama4:scout,
86,736,Conservative,is-not-biased,90,llama4:scout,
155,1429,Conservative,is-not-biased,100,llama4:scout,
80,1555,Conservative,is-not-biased,80,llama4:scout,
126,737,Liberal,is-not-biased,90,llama4:scout,
133,1430,Conservative,is-biased,70,llama4:scout,
136,1556,Liberal,is-not-biased,90,llama4:scout,
121,1431,Liberal,is-not-biased,80,llama4:scout,
130,1557,Independent,is-not-biased,80,llama4:scout,
156,738,Conservative,is-not-biased,80,llama4:scout,
129,1432,Conservative,is-not-biased,80,llama4:scout,
3,739,Liberal,is-not-biased,90,llama4:scout,
136,740,Liberal,is-not-biased,90,llama4:scout,
114,1433,Independent,is-not-biased,90,llama4:scout,
11,1558,Liberal,is-not-biased,90,llama4:scout,
229,1559,Liberal,is-not-biased,80,llama4:scout,
102,741,Liberal,is-not-biased,80,llama4:scout,
182,1560,Conservative,is-biased,80,llama4:scout,
113,742,Conservative,is-biased,70,llama4:scout,
109,1435,Conservative,is-not-biased,80,llama4:scout,
112,1434,Conservative,is-biased,80,llama4:scout,
236,1561,Liberal,is-not-biased,90,llama4:scout,
106,743,Conservative,is-not-biased,80,llama4:scout,
159,1436,Independent,is-not-biased,80,llama4:scout,
130,1562,Conservative,is-biased,80,llama4:scout,
82,744,Independent,is-not-biased,80,llama4:scout,
94,1437,Liberal,is-not-biased,80,llama4:scout,
136,1563,Liberal,is-not-biased,90,llama4:scout,
145,493,Liberal,is-biased,80,llama4:scout,
94,1123,Independent,is-not-biased,90,llama4:scout,
102,1124,Independent,is-not-biased,80,llama4:scout,
263,495,Independent,is-not-biased,80,llama4:scout,
156,494,Liberal,is-not-biased,80,llama4:scout,
22,1125,Liberal,is-not-biased,90,llama4:scout,
7,1126,Conservative,is-biased,70,llama4:scout,
171,496,Independent,is-not-biased,80,llama4:scout,
139,497,Independent,is-biased,70,llama4:scout,
92,1127,Other,is-not-biased,100,llama4:scout,
7,498,Conservative,is-biased,70,llama4:scout,
70,1128,Liberal,is-not-biased,80,llama4:scout,
31,499,Other,is-not-biased,90,llama4:scout,
183,1129,Conservative,is-not-biased,90,llama4:scout,
136,500,Independent,is-not-biased,90,llama4:scout,
224,1130,Liberal,is-biased,80,llama4:scout,
154,501,Liberal,is-not-biased,80,llama4:scout,
123,1131,Conservative,is-not-biased,80,llama4:scout,
284,502,Liberal,is-biased,80,llama4:scout,
251,1132,Conservative,is-not-biased,80,llama4:scout,
173,503,Other,is-biased,80,llama4:scout,
86,1133,Conservative,is-not-biased,90,llama4:scout,
208,504,Conservative,is-not-biased,80,llama4:scout,
175,1134,Other,is-not-biased,80,llama4:scout,
109,505,Liberal,is-not-biased,80,llama4:scout,
260,1135,Liberal,is-biased,80,llama4:scout,
223,506,Independent,is-not-biased,90,llama4:scout,
224,1136,Liberal,is-biased,80,llama4:scout,
225,507,Other,is-not-biased,90,llama4:scout,
225,508,Liberal,is-not-biased,90,llama4:scout,
191,1138,Independent,is-biased,70,llama4:scout,
197,509,Liberal,is-biased,80,llama4:scout,
110,1137,Conservative,is-biased,80,llama4:scout,
74,510,Liberal,is-not-biased,80,llama4:scout,
113,1139,Liberal,is-biased,70,llama4:scout,
59,511,Liberal,is-not-biased,80,llama4:scout,
157,1140,Conservative,is-biased,70,llama4:scout,
33,512,Liberal,is-not-biased,80,llama4:scout,
58,1141,Independent,is-not-biased,80,llama4:scout,
154,1142,Conservative,is-not-biased,80,llama4:scout,
46,513,Independent,is-not-biased,80,llama4:scout,
258,1143,Independent,is-not-biased,90,llama4:scout,
187,1144,Conservative,is-not-biased,90,llama4:scout,
142,515,Conservative,is-biased,70,llama4:scout,
24,1145,Liberal,is-not-biased,90,llama4:scout,
156,514,Independent,is-not-biased,90,llama4:scout,
251,1146,Liberal,is-not-biased,90,llama4:scout,
62,517,Liberal,is-not-biased,80,llama4:scout,
242,1147,Conservative,is-not-biased,80,llama4:scout,
177,516,Conservative,is-biased,70,llama4:scout,
25,518,Independent,is-biased,70,llama4:scout,
267,1148,Other,is-not-biased,100,llama4:scout,
136,519,Conservative,is-not-biased,80,llama4:scout,
181,521,Conservative,is-not-biased,80,llama4:scout,
120,1149,Conservative,is-biased,80,llama4:scout,
36,1150,Liberal,is-biased,70,llama4:scout,
168,520,Independent,is-biased,70,llama4:scout,
127,1151,Liberal,is-not-biased,90,llama4:scout,
95,1152,Conservative,is-biased,80,llama4:scout,
8,522,Independent,is-not-biased,90,llama4:scout,
210,1153,Liberal,is-not-biased,80,llama4:scout,
153,523,Other,is-not-biased,90,llama4:scout,
135,1154,Conservative,is-not-biased,90,llama4:scout,
157,525,Liberal,is-biased,70,llama4:scout,
121,1155,Conservative,is-not-biased,80,llama4:scout,
143,524,Conservative,is-biased,70,llama4:scout,
176,1156,Conservative,is-not-biased,80,llama4:scout,
87,527,Other,is-not-biased,80,llama4:scout,
112,526,Independent,is-biased,70,llama4:scout,
274,1157,Liberal,is-biased,80,llama4:scout,
107,1158,Conservative,is-not-biased,100,llama4:scout,
181,529,Independent,is-not-biased,90,llama4:scout,
86,528,Liberal,is-not-biased,90,llama4:scout,
122,1159,Conservative,is-biased,70,llama4:scout,
102,1160,Conservative,is-biased,80,llama4:scout,
115,530,Independent,is-not-biased,90,llama4:scout,
179,531,Liberal,is-not-biased,80,llama4:scout,
200,1161,Conservative,is-not-biased,80,llama4:scout,
127,532,Liberal,is-not-biased,90,llama4:scout,
157,1162,Conservative,is-biased,70,llama4:scout,
147,1163,Liberal,is-not-biased,80,llama4:scout,
262,534,Liberal,is-not-biased,80,llama4:scout,
265,533,Conservative,is-biased,80,llama4:scout,
114,1164,Liberal,is-biased,80,llama4:scout,
149,535,Liberal,is-not-biased,90,llama4:scout,
63,1165,Conservative,is-not-biased,80,llama4:scout,
84,536,Liberal,is-not-biased,80,llama4:scout,
205,1167,Other,is-not-biased,80,llama4:scout,
256,538,Conservative,is-biased,80,llama4:scout,
168,537,Liberal,is-not-biased,80,llama4:scout,
151,1166,Conservative,is-biased,70,llama4:scout,
148,539,Conservative,is-not-biased,100,llama4:scout,
157,1168,Liberal,is-biased,70,llama4:scout,
82,1169,Liberal,is-biased,80,llama4:scout,
7,540,Liberal,is-biased,70,llama4:scout,
182,541,Independent,is-not-biased,80,llama4:scout,
94,1170,Conservative,is-not-biased,80,llama4:scout,
2,1171,Liberal,is-not-biased,80,llama4:scout,
174,1172,Liberal,is-not-biased,80,llama4:scout,
142,542,Independent,is-not-biased,80,llama4:scout,
111,543,Independent,is-biased,80,llama4:scout,
213,1173,Independent,is-not-biased,90,llama4:scout,
123,544,Independent,is-not-biased,80,llama4:scout,
230,1174,Liberal,is-not-biased,100,llama4:scout,
193,545,Independent,is-not-biased,90,llama4:scout,
43,1175,Independent,is-not-biased,80,llama4:scout,
268,546,Conservative,is-biased,80,llama4:scout,
136,1177,Liberal,is-not-biased,80,llama4:scout,
13,1176,Liberal,is-not-biased,90,llama4:scout,
272,548,Independent,is-not-biased,80,llama4:scout,
116,547,Liberal,is-biased,80,llama4:scout,
129,1178,Liberal,is-not-biased,80,llama4:scout,
65,1179,Other,is-biased,80,llama4:scout,
105,550,Conservative,is-not-biased,90,llama4:scout,
36,549,Liberal,is-biased,60,llama4:scout,
130,1180,Independent,is-not-biased,80,llama4:scout,
101,1181,Independent,is-not-biased,90,llama4:scout,
6,551,Conservative,is-biased,60,llama4:scout,
246,552,Liberal,is-not-biased,90,llama4:scout,
118,1182,Conservative,is-not-biased,80,llama4:scout,
94,553,Conservative,is-not-biased,80,llama4:scout,
140,1183,Independent,is-not-biased,80,llama4:scout,
226,1184,Liberal,is-not-biased,90,llama4:scout,
193,555,Independent,is-not-biased,90,llama4:scout,
120,554,Independent,is-biased,80,llama4:scout,
158,1185,Conservative,is-not-biased,90,llama4:scout,
155,241,Liberal,is-not-biased,90,llama4:scout,
212,430,Independent,is-not-biased,90,llama4:scout,
131,997,Liberal,is-biased,80,llama4:scout,
65,1564,Conservative,is-biased,80,llama4:scout,
182,431,Liberal,is-biased,80,llama4:scout,
33,998,Conservative,is-not-biased,80,llama4:scout,
237,1565,Liberal,is-not-biased,80,llama4:scout,
160,243,Conservative,is-biased,80,llama4:scout,
242,432,Liberal,is-not-biased,80,llama4:scout,
262,999,Conservative,is-not-biased,80,llama4:scout,
151,242,Liberal,is-not-biased,90,llama4:scout,
267,1566,Independent,is-not-biased,100,llama4:scout,
57,433,Conservative,is-not-biased,90,llama4:scout,
172,244,Conservative,is-not-biased,90,llama4:scout,
157,1000,Conservative,is-biased,70,llama4:scout,
208,1567,Conservative,is-not-biased,80,llama4:scout,
141,1001,Conservative,is-not-biased,80,llama4:scout,
153,245,Liberal,is-not-biased,90,llama4:scout,
110,434,Conservative,is-biased,80,llama4:scout,
134,1568,Conservative,is-biased,80,llama4:scout,
240,246,Conservative,is-not-biased,90,llama4:scout,
136,1002,Liberal,is-not-biased,90,llama4:scout,
235,1569,Independent,is-not-biased,80,llama4:scout,
243,247,Conservative,is-not-biased,90,llama4:scout,
151,435,Liberal,is-not-biased,90,llama4:scout,
203,436,Conservative,is-not-biased,100,llama4:scout,
105,1003,Conservative,is-not-biased,90,llama4:scout,
130,1570,Liberal,is-biased,80,llama4:scout,
170,248,Conservative,is-not-biased,90,llama4:scout,
22,437,Conservative,is-not-biased,80,llama4:scout,
130,1571,Conservative,is-biased,80,llama4:scout,
137,1004,Independent,is-not-biased,90,llama4:scout,
101,249,Conservative,is-not-biased,90,llama4:scout,
245,438,Conservative,is-biased,80,llama4:scout,
169,1005,Liberal,is-biased,80,llama4:scout,
208,1572,Conservative,is-not-biased,80,llama4:scout,
101,439,Liberal,is-not-biased,90,llama4:scout,
186,250,Liberal,is-not-biased,100,llama4:scout,
248,251,Liberal,is-biased,80,llama4:scout,
145,440,Conservative,is-biased,80,llama4:scout,
136,1573,Conservative,is-not-biased,80,llama4:scout,
0,1006,Liberal,is-biased,80,llama4:scout,
266,1007,Conservative,is-not-biased,80,llama4:scout,
253,252,Conservative,is-biased,80,llama4:scout,
133,1574,Conservative,is-biased,70,llama4:scout,
253,441,Liberal,is-biased,80,llama4:scout,
246,1575,Independent,is-not-biased,90,llama4:scout,
95,1008,Liberal,is-not-biased,80,llama4:scout,
246,253,Independent,is-not-biased,90,llama4:scout,
130,442,Liberal,is-biased,80,llama4:scout,
242,1576,Conservative,is-not-biased,80,llama4:scout,
181,254,Liberal,is-not-biased,80,llama4:scout,
112,1009,Liberal,is-biased,70,llama4:scout,
16,1010,Liberal,is-not-biased,90,llama4:scout,
79,1577,Conservative,is-not-biased,100,llama4:scout,
83,443,Conservative,is-biased,80,llama4:scout,
199,255,Conservative,is-not-biased,80,llama4:scout,
220,444,Independent,is-not-biased,100,llama4:scout,
94,1011,Independent,is-not-biased,90,llama4:scout,
267,1578,Liberal,is-not-biased,90,llama4:scout,
274,445,Liberal,is-biased,80,llama4:scout,
284,256,Conservative,is-biased,80,llama4:scout,
101,1012,Conservative,is-not-biased,90,llama4:scout,
34,1579,Liberal,is-not-biased,80,llama4:scout,
187,446,Conservative,is-not-biased,90,llama4:scout,
38,1013,Liberal,is-not-biased,80,llama4:scout,
154,257,Conservative,is-not-biased,80,llama4:scout,
200,1580,Liberal,is-not-biased,80,llama4:scout,
240,258,Conservative,is-not-biased,90,llama4:scout,
187,1014,Independent,is-not-biased,100,llama4:scout,
139,447,Liberal,is-biased,80,llama4:scout,
63,259,Independent,is-not-biased,90,llama4:scout,
213,1581,Independent,is-not-biased,90,llama4:scout,
201,448,Independent,is-not-biased,90,llama4:scout,
215,1015,Liberal,is-not-biased,80,llama4:scout,
184,1582,Conservative,is-not-biased,80,llama4:scout,
239,449,Conservative,is-not-biased,80,llama4:scout,
121,260,Liberal,is-not-biased,80,llama4:scout,
262,1016,Conservative,is-not-biased,80,llama4:scout,
69,1583,Liberal,is-biased,80,llama4:scout,
267,450,Conservative,is-not-biased,90,llama4:scout,
72,261,Conservative,is-not-biased,80,llama4:scout,
230,1017,Conservative,is-not-biased,100,llama4:scout,
214,1584,Conservative,is-biased,80,llama4:scout,
101,451,Conservative,is-not-biased,90,llama4:scout,
279,262,Conservative,is-biased,70,llama4:scout,
111,1018,Conservative,is-not-biased,80,llama4:scout,
76,1585,Conservative,is-not-biased,80,llama4:scout,
180,263,Conservative,is-not-biased,80,llama4:scout,
108,1019,Liberal,is-not-biased,80,llama4:scout,
167,452,Independent,is-not-biased,90,llama4:scout,
25,264,Conservative,is-biased,70,llama4:scout,
125,1586,Liberal,is-biased,70,llama4:scout,
56,453,Liberal,is-not-biased,80,llama4:scout,
205,1020,Other,is-not-biased,80,llama4:scout,
184,1587,Liberal,is-not-biased,90,llama4:scout,
58,265,Independent,is-not-biased,90,llama4:scout,
167,1021,Conservative,is-biased,80,llama4:scout,
54,454,Conservative,is-biased,80,llama4:scout,
221,1588,Liberal,is-not-biased,90,llama4:scout,
277,455,Independent,is-not-biased,90,llama4:scout,
145,266,Conservative,is-biased,80,llama4:scout,
122,1022,Liberal,is-biased,80,llama4:scout,
260,1589,Liberal,is-biased,80,llama4:scout,
78,456,Conservative,is-biased,70,llama4:scout,
141,267,Conservative,is-not-biased,80,llama4:scout,
195,1023,Liberal,is-not-biased,90,llama4:scout,
59,268,Liberal,is-not-biased,80,llama4:scout,
39,457,Conservative,is-not-biased,80,llama4:scout,
3,1590,Conservative,is-not-biased,90,llama4:scout,
123,1591,Liberal,is-not-biased,80,llama4:scout,
128,269,Conservative,is-not-biased,90,llama4:scout,
151,1024,Liberal,is-not-biased,90,llama4:scout,
74,458,Liberal,is-not-biased,80,llama4:scout,
9,1025,Conservative,is-not-biased,80,llama4:scout,
277,270,Other,is-not-biased,100,llama4:scout,
223,459,Conservative,is-not-biased,80,llama4:scout,
125,1592,Conservative,is-biased,70,llama4:scout,
281,1026,Liberal,is-not-biased,90,llama4:scout,
260,1593,Liberal,is-biased,80,llama4:scout,
131,271,Liberal,is-biased,80,llama4:scout,
99,460,Independent,is-not-biased,100,llama4:scout,
161,1027,Conservative,is-biased,80,llama4:scout,
127,1594,Independent,is-not-biased,90,llama4:scout,
94,272,Liberal,is-not-biased,80,llama4:scout,
162,461,Liberal,is-not-biased,80,llama4:scout,
86,1028,Liberal,is-not-biased,90,llama4:scout,
281,1595,Conservative,is-not-biased,90,llama4:scout,
157,273,Conservative,is-biased,70,llama4:scout,
234,462,Liberal,is-not-biased,90,llama4:scout,
77,1029,Liberal,is-not-biased,90,llama4:scout,
289,1596,Conservative,is-not-biased,90,llama4:scout,
208,274,Liberal,is-not-biased,80,llama4:scout,
76,463,Conservative,is-not-biased,80,llama4:scout,
237,1030,Liberal,is-not-biased,80,llama4:scout,
72,1597,Conservative,is-not-biased,80,llama4:scout,
262,275,Liberal,is-not-biased,80,llama4:scout,
144,464,Liberal,is-not-biased,90,llama4:scout,
205,1031,Liberal,is-not-biased,80,llama4:scout,
92,276,Liberal,is-not-biased,80,llama4:scout,
263,1598,Liberal,is-not-biased,80,llama4:scout,
183,465,Independent,is-not-biased,100,llama4:scout,
275,1032,Conservative,is-not-biased,80,llama4:scout,
213,1599,Liberal,is-not-biased,80,llama4:scout,
227,277,Liberal,is-not-biased,90,llama4:scout,
162,1033,Liberal,is-not-biased,80,llama4:scout,
24,466,Conservative,is-not-biased,100,llama4:scout,
119,1600,Independent,is-not-biased,90,llama4:scout,
141,278,Liberal,is-not-biased,80,llama4:scout,
81,467,Liberal,is-not-biased,80,llama4:scout,
145,1034,Liberal,is-biased,80,llama4:scout,
72,1601,Conservative,is-not-biased,80,llama4:scout,
97,468,Independent,is-not-biased,90,llama4:scout,
279,279,Conservative,is-biased,70,llama4:scout,
132,1035,Other,is-biased,60,llama4:scout,
118,1602,Independent,is-not-biased,80,llama4:scout,
152,280,Liberal,is-biased,80,llama4:scout,
101,1036,Independent,is-not-biased,90,llama4:scout,
279,469,Liberal,is-biased,70,llama4:scout,
70,1603,Conservative,is-not-biased,80,llama4:scout,
102,470,Independent,is-not-biased,80,llama4:scout,
287,281,Liberal,is-not-biased,80,llama4:scout,
159,1037,Independent,is-not-biased,80,llama4:scout,
184,1604,Liberal,is-not-biased,90,llama4:scout,
98,282,Liberal,is-not-biased,80,llama4:scout,
244,1038,Liberal,is-biased,70,llama4:scout,
165,471,Conservative,is-biased,80,llama4:scout,
76,1605,Liberal,is-not-biased,80,llama4:scout,
222,472,Liberal,is-not-biased,90,llama4:scout,
130,283,Independent,is-not-biased,80,llama4:scout,
119,1039,Conservative,is-not-biased,80,llama4:scout,
65,1606,Liberal,is-biased,80,llama4:scout,
105,284,Conservative,is-not-biased,90,llama4:scout,
79,1040,Liberal,is-not-biased,100,llama4:scout,
127,1607,Liberal,is-not-biased,90,llama4:scout,
67,473,Independent,is-not-biased,80,llama4:scout,
232,474,Conservative,is-biased,70,llama4:scout,
244,285,Independent,is-not-biased,90,llama4:scout,
115,1041,Liberal,is-not-biased,90,llama4:scout,
76,1608,Conservative,is-not-biased,80,llama4:scout,
22,1042,Independent,is-not-biased,90,llama4:scout,
156,475,Independent,is-not-biased,80,llama4:scout,
73,1609,Liberal,is-not-biased,80,llama4:scout,
116,286,Liberal,is-biased,80,llama4:scout,
181,287,Conservative,is-not-biased,80,llama4:scout,
157,1043,Liberal,is-biased,70,llama4:scout,
70,1610,Liberal,is-not-biased,80,llama4:scout,
145,288,Conservative,is-biased,80,llama4:scout,
177,476,Liberal,is-biased,70,llama4:scout,
180,1044,Independent,is-not-biased,90,llama4:scout,
136,477,Liberal,is-not-biased,80,llama4:scout,
117,1611,Independent,is-not-biased,90,llama4:scout,
267,289,Liberal,is-not-biased,90,llama4:scout,
230,478,Liberal,is-not-biased,100,llama4:scout,
122,1045,Liberal,is-biased,70,llama4:scout,
125,1612,Liberal,is-biased,70,llama4:scout,
34,479,Liberal,is-not-biased,80,llama4:scout,
258,1046,Liberal,is-not-biased,90,llama4:scout,
27,290,Conservative,is-biased,70,llama4:scout,
180,291,Liberal,is-not-biased,80,llama4:scout,
122,1613,Independent,is-not-biased,80,llama4:scout,
154,480,Independent,is-not-biased,90,llama4:scout,
248,1614,Conservative,is-biased,80,llama4:scout,
143,1047,Liberal,is-biased,80,llama4:scout,
227,481,Independent,is-not-biased,95,llama4:scout,
139,292,Conservative,is-biased,80,llama4:scout,
69,1615,Conservative,is-not-biased,80,llama4:scout,
265,1048,Liberal,is-biased,80,llama4:scout,
269,293,Conservative,is-not-biased,100,llama4:scout,
288,482,Independent,is-biased,80,llama4:scout,
184,294,Liberal,is-not-biased,90,llama4:scout,
151,1049,Liberal,is-not-biased,90,llama4:scout,
3,1616,Liberal,is-not-biased,90,llama4:scout,
41,483,Independent,is-not-biased,80,llama4:scout,
288,1617,Liberal,is-biased,80,llama4:scout,
204,1050,Conservative,is-biased,80,llama4:scout,
100,295,Liberal,is-not-biased,80,llama4:scout,
153,1051,Liberal,is-not-biased,90,llama4:scout,
213,1618,Conservative,is-not-biased,80,llama4:scout,
32,484,Independent,is-not-biased,80,llama4:scout,
76,296,Liberal,is-not-biased,80,llama4:scout,
130,485,Liberal,is-biased,80,llama4:scout,
277,1052,Liberal,is-not-biased,80,llama4:scout,
119,1619,Conservative,is-not-biased,80,llama4:scout,
7,486,Liberal,is-biased,70,llama4:scout,
73,297,Liberal,is-not-biased,80,llama4:scout,
92,1053,Conservative,is-not-biased,80,llama4:scout,
118,1620,Independent,is-not-biased,80,llama4:scout,
22,1054,Independent,is-not-biased,90,llama4:scout,
152,487,Liberal,is-biased,80,llama4:scout,
149,298,Liberal,is-not-biased,90,llama4:scout,
75,1621,Liberal,is-not-biased,90,llama4:scout,
