article_id,N_Raters,N_Biased,N_Not_Biased,Human_Bias_Rate,Consensus_Rate,Eligible_For_Sampled_Kappa,Pairwise_Raw_Agreement
207,5,5,0,1.0,1.0,True,1.0
208,15,11,4,0.7333333333333333,0.7333333333333333,True,0.580952380952381
209,2,2,0,1.0,1.0,True,1.0
21,5,3,2,0.6,0.6,True,0.4
210,10,4,6,0.4,0.6,True,0.4666666666666667
211,19,9,10,0.47368421052631576,0.5263157894736842,True,0.47368421052631576
212,5,3,2,0.6,0.6,True,0.4
213,7,6,1,0.8571428571428571,0.8571428571428571,True,0.7142857142857143
214,3,1,2,0.3333333333333333,0.6666666666666666,True,0.3333333333333333
215,12,7,5,0.5833333333333334,0.5833333333333334,True,0.4696969696969697
216,1,0,1,0.0,1.0,False,
217,1,1,0,1.0,1.0,False,
218,1,1,0,1.0,1.0,False,
219,1,1,0,1.0,1.0,False,
22,16,9,7,0.5625,0.5625,True,0.475
220,3,3,0,1.0,1.0,True,1.0
221,3,3,0,1.0,1.0,True,1.0
222,7,3,4,0.42857142857142855,0.5714285714285714,True,0.42857142857142855
223,7,4,3,0.5714285714285714,0.5714285714285714,True,0.42857142857142855
224,5,1,4,0.2,0.8,True,0.6
225,4,2,2,0.5,0.5,True,0.3333333333333333
226,4,2,2,0.5,0.5,True,0.3333333333333333
227,7,6,1,0.8571428571428571,0.8571428571428571,True,0.7142857142857143
228,1,1,0,1.0,1.0,False,
229,5,5,0,1.0,1.0,True,1.0
23,1,1,0,1.0,1.0,False,
230,18,12,6,0.6666666666666666,0.6666666666666666,True,-0.30718954248366015
231,3,3,0,1.0,1.0,True,1.0
232,1,1,0,1.0,1.0,False,
233,11,10,1,0.9090909090909091,0.9090909090909091,True,0.8181818181818182
234,5,3,2,0.6,0.6,True,0.4
235,7,5,2,0.7142857142857143,0.7142857142857143,True,0.5238095238095238
236,4,3,1,0.75,0.75,True,0.5
237,6,6,0,1.0,1.0,True,1.0
238,4,2,2,0.5,0.5,True,0.3333333333333333
239,5,4,1,0.8,0.8,True,0.6
24,5,3,2,0.6,0.6,True,0.4
240,5,2,3,0.4,0.6,True,0.4
241,5,5,0,1.0,1.0,True,1.0
242,9,6,3,0.6666666666666666,0.6666666666666666,True,0.5
243,2,1,1,0.5,0.5,True,0.0
244,5,4,1,0.8,0.8,True,0.6
245,10,8,2,0.8,0.8,True,0.6444444444444445
246,6,4,2,0.6666666666666666,0.6666666666666666,True,0.4666666666666667
247,3,2,1,0.6666666666666666,0.6666666666666666,True,0.3333333333333333
248,7,4,3,0.5714285714285714,0.5714285714285714,True,0.42857142857142855
249,1,1,0,1.0,1.0,False,
25,9,7,2,0.7777777777777778,0.7777777777777778,True,0.6111111111111112
250,2,2,0,1.0,1.0,True,1.0
251,4,2,2,0.5,0.5,True,0.3333333333333333
252,4,2,2,0.5,0.5,True,0.3333333333333333
253,7,5,2,0.7142857142857143,0.7142857142857143,True,0.5238095238095238
254,1,0,1,0.0,1.0,False,
255,2,2,0,1.0,1.0,True,1.0
256,2,2,0,1.0,1.0,True,1.0
257,1,1,0,1.0,1.0,False,
258,4,2,2,0.5,0.5,True,0.3333333333333333
259,9,6,3,0.6666666666666666,0.6666666666666666,True,0.5
26,1,1,0,1.0,1.0,False,
260,5,2,3,0.4,0.6,True,0.4
261,4,3,1,0.75,0.75,True,0.5
262,15,11,4,0.7333333333333333,0.7333333333333333,True,0.580952380952381
263,13,10,3,0.7692307692307693,0.7692307692307693,True,0.6153846153846154
264,1,1,0,1.0,1.0,False,
265,22,11,11,0.5,0.5,True,0.47619047619047616
266,8,6,2,0.75,0.75,True,0.5714285714285714
267,12,7,5,0.5833333333333334,0.5833333333333334,True,0.4696969696969697
268,14,7,7,0.5,0.5,True,0.46153846153846156
269,6,2,4,0.3333333333333333,0.6666666666666666,True,0.4666666666666667
27,5,1,4,0.2,0.8,True,0.6
270,3,2,1,0.6666666666666666,0.6666666666666666,True,0.3333333333333333
271,7,5,2,0.7142857142857143,0.7142857142857143,True,0.5238095238095238
272,3,1,2,0.3333333333333333,0.6666666666666666,True,0.3333333333333333
273,1,0,1,0.0,1.0,False,
274,8,8,0,1.0,1.0,True,1.0
275,2,1,1,0.5,0.5,True,0.0
276,12,4,8,0.3333333333333333,0.6666666666666666,True,0.5151515151515151
277,10,7,3,0.7,0.7,True,0.5333333333333333
278,12,8,4,0.6666666666666666,0.6666666666666666,True,0.5151515151515151
279,7,6,1,0.8571428571428571,0.8571428571428571,True,0.7142857142857143
28,9,6,3,0.6666666666666666,0.6666666666666666,True,0.5
280,3,0,3,0.0,1.0,True,1.0
281,5,5,0,1.0,1.0,True,1.0
282,2,1,1,0.5,0.5,True,0.0
283,3,3,0,1.0,1.0,True,1.0
284,8,8,0,1.0,1.0,True,1.0
285,1,0,1,0.0,1.0,False,
286,5,3,2,0.6,0.6,True,0.4
287,3,1,2,0.3333333333333333,0.6666666666666666,True,0.3333333333333333
288,6,6,0,1.0,1.0,True,1.0
289,2,2,0,1.0,1.0,True,1.0
29,9,7,2,0.7777777777777778,0.7777777777777778,True,0.6111111111111112
3,7,6,1,0.8571428571428571,0.8571428571428571,True,0.7142857142857143
30,1,0,1,0.0,1.0,False,
31,2,1,1,0.5,0.5,True,0.0
32,2,1,1,0.5,0.5,True,0.0
33,10,6,4,0.6,0.6,True,0.4666666666666667
34,5,4,1,0.8,0.8,True,0.6
35,2,2,0,1.0,1.0,True,1.0
36,7,4,3,0.5714285714285714,0.5714285714285714,True,0.42857142857142855
37,2,1,1,0.5,0.5,True,0.0
38,3,3,0,1.0,1.0,True,1.0
39,2,2,0,1.0,1.0,True,1.0
4,1,1,0,1.0,1.0,False,
40,5,3,2,0.6,0.6,True,0.4
41,5,3,2,0.6,0.6,True,0.4
42,5,2,3,0.4,0.6,True,0.4
43,6,6,0,1.0,1.0,True,1.0
44,1,1,0,1.0,1.0,False,
45,8,4,4,0.5,0.5,True,0.42857142857142855
46,2,2,0,1.0,1.0,True,1.0
47,2,0,2,0.0,1.0,True,1.0
48,5,3,2,0.6,0.6,True,0.4
49,2,1,1,0.5,0.5,True,0.0
5,3,1,2,0.3333333333333333,0.6666666666666666,True,0.3333333333333333
50,24,15,9,0.625,0.625,True,0.04710144927536232
51,9,6,3,0.6666666666666666,0.6666666666666666,True,0.5
52,9,4,5,0.4444444444444444,0.5555555555555556,True,0.4444444444444444
53,1,1,0,1.0,1.0,False,
54,15,8,7,0.5333333333333333,0.5333333333333333,True,0.4666666666666667
55,2,1,1,0.5,0.5,True,0.0
56,1,1,0,1.0,1.0,False,
57,9,5,4,0.5555555555555556,0.5555555555555556,True,0.4444444444444444
58,19,10,9,0.5263157894736842,0.5263157894736842,True,0.47368421052631576
59,23,13,10,0.5652173913043478,0.5652173913043478,True,-0.019762845849802372
6,3,3,0,1.0,1.0,True,1.0
60,8,3,5,0.375,0.625,True,0.4642857142857143
61,6,1,5,0.16666666666666666,0.8333333333333334,True,0.6666666666666666
62,12,8,4,0.6666666666666666,0.6666666666666666,True,0.5151515151515151
63,8,6,2,0.75,0.75,True,0.5714285714285714
64,1,0,1,0.0,1.0,False,
65,10,7,3,0.7,0.7,True,0.5333333333333333
66,3,3,0,1.0,1.0,True,1.0
67,3,3,0,1.0,1.0,True,1.0
68,1,1,0,1.0,1.0,False,
69,7,5,2,0.7142857142857143,0.7142857142857143,True,0.5238095238095238
7,16,14,2,0.875,0.875,True,-0.3
70,7,3,4,0.42857142857142855,0.5714285714285714,True,0.42857142857142855
71,9,7,2,0.7777777777777778,0.7777777777777778,True,0.6111111111111112
72,7,4,3,0.5714285714285714,0.5714285714285714,True,0.42857142857142855
73,4,4,0,1.0,1.0,True,1.0
74,10,9,1,0.9,0.9,True,0.8
75,6,4,2,0.6666666666666666,0.6666666666666666,True,0.4666666666666667
76,20,11,9,0.55,0.55,True,0.4789473684210526
77,6,3,3,0.5,0.5,True,0.4
78,4,3,1,0.75,0.75,True,0.5
79,2,1,1,0.5,0.5,True,0.0
8,2,2,0,1.0,1.0,True,1.0
80,8,6,2,0.75,0.75,True,0.5714285714285714
81,5,2,3,0.4,0.6,True,0.4
82,5,3,2,0.6,0.6,True,0.4
83,1,1,0,1.0,1.0,False,
84,2,2,0,1.0,1.0,True,1.0
85,1,1,0,1.0,1.0,False,
86,13,8,5,0.6153846153846154,0.6153846153846154,True,0.48717948717948717
87,7,6,1,0.8571428571428571,0.8571428571428571,True,0.7142857142857143
88,5,4,1,0.8,0.8,True,0.6
89,4,4,0,1.0,1.0,True,1.0
9,4,4,0,1.0,1.0,True,1.0
90,11,7,4,0.6363636363636364,0.6363636363636364,True,0.4909090909090909
91,1,1,0,1.0,1.0,False,
92,5,1,4,0.2,0.8,True,0.6
93,5,4,1,0.8,0.8,True,0.6
94,11,10,1,0.9090909090909091,0.9090909090909091,True,0.8181818181818182
95,11,6,5,0.5454545454545454,0.5454545454545454,True,0.45454545454545453
96,1,0,1,0.0,1.0,False,
97,6,5,1,0.8333333333333334,0.8333333333333334,True,0.6666666666666666
98,13,7,6,0.5384615384615384,0.5384615384615384,True,0.46153846153846156
99,4,2,2,0.5,0.5,True,0.3333333333333333
