Simulation,Cohen_Kappa,Raw_Agreement,Pseudo_Rater_A_Bias_Rate,Pseudo_Rater_B_Bias_Rate
157,-0.007466677229605256,0.5414012738853503,0.6518046709129511,0.6475583864118896
158,-0.047614361073931244,0.5201698513800425,0.6326963906581741,0.6581740976645435
159,0.00883640679386033,0.5520169851380042,0.6581740976645435,0.6518046709129511
160,-0.03265635818139856,0.5159235668789809,0.6581740976645435,0.5987261146496815
161,-0.017238304701896245,0.5371549893842887,0.6751592356687898,0.6284501061571125
162,-0.0806021732126645,0.5010615711252654,0.6178343949044586,0.6624203821656051
163,-0.12189995796553177,0.49469214437367304,0.673036093418259,0.643312101910828
164,-0.0679451212482225,0.4989384288747346,0.6199575371549894,0.6284501061571125
165,-0.016815210932858093,0.5371549893842887,0.6496815286624203,0.6496815286624203
166,-0.04098286880081603,0.5307855626326964,0.6645435244161358,0.6496815286624203
167,-0.07911737809374908,0.505307855626327,0.6369426751592356,0.6518046709129511
168,-0.12205523366959792,0.4840764331210191,0.6539278131634819,0.6305732484076433
169,-0.037779930480369206,0.5074309978768577,0.6284501061571125,0.5987261146496815
170,-0.03099553454163373,0.5222929936305732,0.6475583864118896,0.6242038216560509
171,-0.09066954126242655,0.5074309978768577,0.6687898089171974,0.643312101910828
172,-0.08017025246341314,0.4989384288747346,0.6242038216560509,0.6454352441613588
173,-0.03377296185711742,0.5286624203821656,0.6199575371549894,0.6836518046709129
174,-0.06990614095289649,0.5010615711252654,0.6093418259023354,0.6539278131634819
175,0.011694859631850685,0.5520169851380042,0.6496815286624203,0.6560509554140127
176,-0.0994120894553836,0.4883227176220807,0.6093418259023354,0.6581740976645435
177,-0.06691222817522857,0.5116772823779193,0.6454352441613588,0.6454352441613588
178,-0.0728515172573545,0.4989384288747346,0.6242038216560509,0.6326963906581741
179,0.015056461731492998,0.5329087048832272,0.6093418259023354,0.6178343949044586
180,-0.02005518141632301,0.535031847133758,0.6475583864118896,0.6496815286624203
181,-0.011662827652564323,0.5307855626326964,0.6072186836518046,0.6687898089171974
182,-0.05238104490081397,0.5116772823779193,0.6645435244161358,0.6093418259023354
183,-0.0354002425712554,0.5074309978768577,0.6284501061571125,0.5944798301486199
184,-0.030191774401437277,0.524416135881104,0.6263269639065817,0.6518046709129511
185,-0.12025757048381491,0.47770700636942676,0.6178343949044586,0.643312101910828
186,-0.06574773973617898,0.5138004246284501,0.6348195329087049,0.6624203821656051
187,-0.017852970952418,0.5286624203821656,0.6539278131634819,0.6199575371549894
188,-0.031804512775576166,0.5329087048832272,0.6602972399150743,0.6475583864118896
189,-0.029072513975277436,0.5286624203821656,0.6581740976645435,0.6326963906581741
190,-0.05482903419316143,0.524416135881104,0.6369426751592356,0.6794055201698513
191,-0.005693950177936058,0.5477707006369427,0.6454352441613588,0.673036093418259
192,-0.04557563122538788,0.5116772823779193,0.6242038216560509,0.6326963906581741
193,-0.04451206778245176,0.5265392781316348,0.6560509554140127,0.6496815286624203
194,-0.017436284908895372,0.5265392781316348,0.6305732484076433,0.6326963906581741
195,-0.06264948243974722,0.505307855626327,0.6220806794055201,0.6411889596602972
196,-0.00027277155382354756,0.5371549893842887,0.6475583864118896,0.6263269639065817
197,-0.013854643653868681,0.5329087048832272,0.6581740976645435,0.6242038216560509
198,0.001896560065798969,0.535031847133758,0.6475583864118896,0.6157112526539278
199,-0.04477077016960984,0.5138004246284501,0.6348195329087049,0.6284501061571125
200,-0.05472867319163721,0.5074309978768577,0.6305732484076433,0.6263269639065817
201,-0.05834424275581784,0.5116772823779193,0.6454352441613588,0.6326963906581741
202,-0.022281959378733562,0.5371549893842887,0.6454352441613588,0.6624203821656051
203,-0.09842893749340198,0.4840764331210191,0.6263269639065817,0.6199575371549894
204,-0.00836811903062773,0.535031847133758,0.6263269639065817,0.6539278131634819
205,-0.07924472636082025,0.505307855626327,0.6390658174097664,0.6496815286624203
206,-0.0009884841595413363,0.5435244161358811,0.6900212314225053,0.6157112526539278
207,-0.07685543440028142,0.5031847133757962,0.643312101910828,0.6348195329087049
208,-0.03059430312976197,0.524416135881104,0.6305732484076433,0.6475583864118896
209,-0.08462867012089803,0.5074309978768577,0.6624203821656051,0.6411889596602972
210,-0.08449750396656475,0.49469214437367304,0.6263269639065817,0.6348195329087049
211,-0.017415957877683352,0.524416135881104,0.643312101910828,0.613588110403397
212,-0.026998097050428216,0.5329087048832272,0.6305732484076433,0.673036093418259
213,-0.01820147078692891,0.524416135881104,0.6348195329087049,0.6220806794055201
214,-0.08138113365072108,0.5095541401273885,0.6645435244161358,0.6411889596602972
215,-0.05510752688172049,0.5116772823779193,0.6496815286624203,0.6242038216560509
216,-0.006487756044971649,0.5286624203821656,0.6539278131634819,0.6029723991507431
217,-0.08773843568501438,0.5010615711252654,0.6305732484076433,0.6581740976645435
218,0.002816226256815879,0.5498938428874734,0.6624203821656051,0.6496815286624203
219,-0.011593914686288231,0.5414012738853503,0.6348195329087049,0.673036093418259
220,-0.02850566572237967,0.5286624203821656,0.6624203821656051,0.6284501061571125
221,-0.0570665875722971,0.5180467091295117,0.6560509554140127,0.6411889596602972
222,-0.06502923976608188,0.5074309978768577,0.6369426751592356,0.6369426751592356
223,-0.12049590932827892,0.47770700636942676,0.6411889596602972,0.6199575371549894
224,-0.0386452410383189,0.5265392781316348,0.6518046709129511,0.6454352441613588
225,-0.06370220387820269,0.5074309978768577,0.6199575371549894,0.6539278131634819
226,-0.10278836664796143,0.4861995753715499,0.6284501061571125,0.6326963906581741
227,-0.09006211180124235,0.5031847133757962,0.6666666666666666,0.6326963906581741
228,-0.05110363981873989,0.5138004246284501,0.6560509554140127,0.6199575371549894
229,-0.06663304358145195,0.5138004246284501,0.6475583864118896,0.6496815286624203
230,0.006900517538815487,0.5329087048832272,0.613588110403397,0.6305732484076433
231,-0.08250447437138742,0.5010615711252654,0.6305732484076433,0.6496815286624203
232,-0.07474729820268577,0.5010615711252654,0.6305732484076433,0.6369426751592356
233,-0.05169497259625144,0.5095541401273885,0.6093418259023354,0.6539278131634819
234,0.004189700320046508,0.5371549893842887,0.6305732484076433,0.6348195329087049
235,-0.042837459020288016,0.505307855626327,0.6454352441613588,0.5881104033970276
236,-0.08511514367224504,0.5010615711252654,0.6305732484076433,0.6539278131634819
237,-0.07893125851616345,0.5074309978768577,0.6411889596602972,0.6539278131634819
238,-0.06574773973617898,0.5138004246284501,0.6348195329087049,0.6624203821656051
239,-0.028482770509701716,0.5159235668789809,0.5966029723991507,0.6518046709129511
240,-0.03579493019694091,0.524416135881104,0.6326963906581741,0.6539278131634819
241,-0.029721106121484375,0.5286624203821656,0.6411889596602972,0.6496815286624203
242,0.012733363371011053,0.5456475583864119,0.6348195329087049,0.6475583864118896
243,-0.0016540642722118193,0.5414012738853503,0.6369426751592356,0.6539278131634819
244,-0.025076558617900258,0.5201698513800425,0.6242038216560509,0.6284501061571125
245,0.05066337912410468,0.5626326963906582,0.6242038216560509,0.6581740976645435
246,-0.01052355665148963,0.5307855626326964,0.6263269639065817,0.6411889596602972
247,-0.06264948243974722,0.505307855626327,0.6008492569002123,0.6709129511677282
248,-0.060493027840321734,0.505307855626327,0.6263269639065817,0.6326963906581741
249,-0.0629376725265145,0.505307855626327,0.6369426751592356,0.6263269639065817
250,-0.059052192305493634,0.4989384288747346,0.5796178343949044,0.6687898089171974
251,-0.0998439937597504,0.5010615711252654,0.6666666666666666,0.6390658174097664
252,-0.025316455696202667,0.5414012738853503,0.6666666666666666,0.6581740976645435
253,0.03876594092524566,0.564755838641189,0.6900212314225053,0.6242038216560509
254,-0.08061129258049471,0.4989384288747346,0.6390658174097664,0.6305732484076433
255,-0.04855676899704764,0.505307855626327,0.613588110403397,0.6242038216560509
256,-0.04581690843465425,0.5180467091295117,0.6475583864118896,0.6326963906581741
257,-0.04477077016960984,0.5138004246284501,0.6284501061571125,0.6348195329087049
258,-0.08614422513191333,0.4989384288747346,0.6390658174097664,0.6390658174097664
259,-0.1037280914108647,0.4861995753715499,0.613588110403397,0.6518046709129511
260,-0.07943562047868635,0.5116772823779193,0.6326963906581741,0.6794055201698513
261,-0.06821433785954145,0.505307855626327,0.6624203821656051,0.613588110403397
262,-0.050089867114528897,0.5180467091295117,0.6263269639065817,0.6624203821656051
263,-0.06878588764577054,0.5116772823779193,0.6326963906581741,0.6624203821656051
264,-0.13628669818478945,0.4734607218683652,0.6008492569002123,0.6815286624203821
265,-0.09711521232753983,0.5031847133757962,0.6645435244161358,0.643312101910828
266,-0.09313258747917152,0.5031847133757962,0.6348195329087049,0.6687898089171974
267,-0.11579129831859936,0.47770700636942676,0.6242038216560509,0.6284501061571125
268,-0.08286410131514854,0.4989384288747346,0.6263269639065817,0.6475583864118896
269,-0.08490566037735858,0.5116772823779193,0.6496815286624203,0.6666666666666666
270,-0.0768175582990398,0.5010615711252654,0.6242038216560509,0.6475583864118896
271,-0.023883099538910102,0.5265392781316348,0.6539278131634819,0.6220806794055201
272,0.005197535550559129,0.5392781316348195,0.6411889596602972,0.6305732484076433
273,-0.026508091476583617,0.5307855626326964,0.6496815286624203,0.643312101910828
274,-0.12531578638152863,0.4819532908704883,0.6305732484076433,0.6518046709129511
275,-0.034596375617792496,0.5074309978768577,0.6114649681528662,0.6072186836518046
276,-0.020639594204588496,0.5265392781316348,0.6157112526539278,0.6560509554140127
277,-0.030171656218876297,0.524416135881104,0.6687898089171974,0.613588110403397
278,-0.12073675861461175,0.4840764331210191,0.6220806794055201,0.6624203821656051
279,-0.06592817580846866,0.5159235668789809,0.6411889596602972,0.6624203821656051
280,-0.03800160975048872,0.5116772823779193,0.5987261146496815,0.6496815286624203
281,-0.062426497522604985,0.5031847133757962,0.6794055201698513,0.5902335456475584
282,0.002529282466652627,0.5520169851380042,0.6369426751592356,0.6857749469214437
283,-0.040050418415989775,0.505307855626327,0.613588110403397,0.6072186836518046
284,-0.019894437677628884,0.524416135881104,0.6050955414012739,0.6602972399150743
285,-0.02890421543656818,0.5138004246284501,0.5987261146496815,0.6390658174097664
286,-0.011795492715697353,0.5329087048832272,0.6263269639065817,0.6518046709129511
287,-0.047306941652830004,0.5138004246284501,0.6369426751592356,0.6305732484076433
288,-0.04182960066358565,0.524416135881104,0.643312101910828,0.6518046709129511
289,-0.12546449366533063,0.47983014861995754,0.6263269639065817,0.6496815286624203
290,-0.09690480562024684,0.4883227176220807,0.6263269639065817,0.6326963906581741
291,-0.09201770497726658,0.5095541401273885,0.6857749469214437,0.6369426751592356
292,-0.04333126068708215,0.5159235668789809,0.6220806794055201,0.6475583864118896
293,0.027906976744186074,0.5562632696390658,0.6305732484076433,0.6666666666666666
294,0.016470103820475868,0.5477707006369427,0.6539278131634819,0.6305732484076433
295,-0.05221749519202756,0.5116772823779193,0.6496815286624203,0.6199575371549894
296,-0.02541596477229069,0.5307855626326964,0.6624203821656051,0.6305732484076433
297,-0.07257563658947741,0.5095541401273885,0.6369426751592356,0.6560509554140127
298,-0.04128824091778216,0.5286624203821656,0.6496815286624203,0.6581740976645435
299,-0.1295402689450944,0.47558386411889597,0.6284501061571125,0.6390658174097664
300,-0.004150203246255035,0.5222929936305732,0.6178343949044586,0.6029723991507431
301,-0.04619381070702522,0.4989384288747346,0.6114649681528662,0.5944798301486199
302,-0.02697022079044542,0.5286624203821656,0.6475583864118896,0.6390658174097664
303,-0.025131315476363048,0.5222929936305732,0.6496815286624203,0.613588110403397
304,0.010320462075233738,0.5435244161358811,0.6242038216560509,0.6560509554140127
305,-0.028963731082136457,0.5307855626326964,0.6581740976645435,0.6390658174097664
306,-0.03183220939535958,0.5116772823779193,0.6114649681528662,0.6199575371549894
307,-0.05130880946169225,0.5095541401273885,0.6348195329087049,0.6242038216560509
308,-0.06438140643623358,0.4968152866242038,0.613588110403397,0.6199575371549894
309,-0.05723905723905731,0.5074309978768577,0.6305732484076433,0.6305732484076433
310,-0.07699550363168206,0.49469214437367304,0.6284501061571125,0.6199575371549894
311,-0.05234303487239056,0.5180467091295117,0.6093418259023354,0.692144373673036
312,-0.04682849522631516,0.5116772823779193,0.613588110403397,0.6475583864118896
313,-0.115003580806875,0.49469214437367304,0.6369426751592356,0.6709129511677282
314,-0.035686263113539285,0.5180467091295117,0.6305732484076433,0.6326963906581741
315,-0.13453805389780849,0.47983014861995754,0.6199575371549894,0.673036093418259
316,-0.029053338900595138,0.5222929936305732,0.6348195329087049,0.6326963906581741
317,-0.07351201638729399,0.4968152866242038,0.6326963906581741,0.6178343949044586
318,-0.016396511799773306,0.535031847133758,0.6772823779193206,0.6199575371549894
319,-0.008197429424356084,0.5265392781316348,0.6475583864118896,0.6029723991507431
320,-0.02315838473175824,0.524416135881104,0.6369426751592356,0.6284501061571125
321,-0.002089923181201936,0.5201698513800425,0.5987261146496815,0.6072186836518046
322,-0.05301233049234111,0.5138004246284501,0.6178343949044586,0.6624203821656051
323,-0.04922129242212936,0.5116772823779193,0.6050955414012739,0.6645435244161358
324,-0.043961787508348005,0.5138004246284501,0.6178343949044586,0.6454352441613588
325,-0.010078376688945623,0.5265392781316348,0.6029723991507431,0.6518046709129511
326,-0.013754992942307087,0.5435244161358811,0.6369426751592356,0.6815286624203821
327,-0.10073857865517533,0.4968152866242038,0.6411889596602972,0.6518046709129511
328,0.03118694536407629,0.554140127388535,0.6475583864118896,0.6348195329087049
329,-0.033111445955482655,0.5116772823779193,0.6029723991507431,0.6326963906581741
330,-0.04748940738894536,0.5074309978768577,0.6475583864118896,0.6008492569002123
331,-0.08023098660769135,0.524416135881104,0.6815286624203821,0.6645435244161358
332,-0.14106223333823742,0.47558386411889597,0.6369426751592356,0.6475583864118896
333,-0.1033291644333274,0.4989384288747346,0.6815286624203821,0.6263269639065817
334,-0.05472867319163721,0.5074309978768577,0.6305732484076433,0.6263269639065817
335,-0.052740961493216165,0.5159235668789809,0.6645435244161358,0.6220806794055201
336,-0.033347959631417234,0.5222929936305732,0.6518046709129511,0.6242038216560509
337,0.029229904440697063,0.5562632696390658,0.643312101910828,0.6496815286624203
338,-0.10021782197735041,0.4968152866242038,0.6581740976645435,0.6348195329087049
339,-0.0568574271721527,0.5116772823779193,0.6581740976645435,0.6199575371549894
340,-0.05579078455790776,0.5222929936305732,0.6709129511677282,0.6390658174097664
341,-0.06867203552404777,0.505307855626327,0.6157112526539278,0.6602972399150743
342,-0.06237847087189863,0.5074309978768577,0.6348195329087049,0.6348195329087049
343,-0.07511737089201875,0.5138004246284501,0.6666666666666666,0.643312101910828
344,-0.06353943725578737,0.5116772823779193,0.6539278131634819,0.6326963906581741
345,-0.027346715223261153,0.5180467091295117,0.6093418259023354,0.6411889596602972
346,-0.04268710353111693,0.5265392781316348,0.6326963906581741,0.673036093418259
347,-0.05046776931275421,0.5201698513800425,0.6602972399150743,0.6348195329087049
348,-0.026889534883721034,0.5286624203821656,0.6199575371549894,0.6709129511677282
349,-0.10605050300060892,0.4840764331210191,0.6305732484076433,0.6284501061571125
350,0.005616634799235132,0.5498938428874734,0.6581740976645435,0.6496815286624203
351,-0.05683022543038008,0.5010615711252654,0.6326963906581741,0.6050955414012739
352,-0.020950419302633527,0.5307855626326964,0.6369426751592356,0.6475583864118896
353,-0.01978736831885053,0.5265392781316348,0.6390658174097664,0.6284501061571125
354,-0.011459607291776974,0.5265392781316348,0.6581740976645435,0.6008492569002123
355,-0.05985388435650618,0.5180467091295117,0.6602972399150743,0.6411889596602972
356,-0.0942058945130233,0.4989384288747346,0.6348195329087049,0.6560509554140127
357,-0.002612481857764859,0.5329087048832272,0.6560509554140127,0.6093418259023354
358,-0.03795858533886043,0.5180467091295117,0.6263269639065817,0.6411889596602972
