article_id,index,politics,age,gender,llm_assessment,llm_confidence,llm_model,llm_error
11,974,Other,49,Female,is-not-biased,90,llama3.2:3b,
240,975,Liberal,58,Female,is-biased,60,llama3.2:3b,
248,1542,Conservative,48,Female,is-biased,60,llama3.2:3b,
271,14,Independent,37,Female,is-biased,60,llama3.2:3b,
210,12,Liberal,55,Female,is-biased,60,llama3.2:3b,
45,976,Liberal,26,Female,is-not-biased,80,llama3.2:3b,
24,1543,Independent,28,Female,is-not-biased,90,llama3.2:3b,
227,977,Conservative,27,Male,is-biased,80,llama3.2:3b,
112,15,Conservative,28,Male,is-biased,80,llama3.2:3b,
246,1544,Liberal,50,Female,is-biased,60,llama3.2:3b,
112,16,Independent,25,Male,is-biased,60,llama3.2:3b,
80,978,Liberal,64,Female,is-biased,80,llama3.2:3b,
267,1545,Independent,28,Female,is-not-biased,90,llama3.2:3b,
71,17,Liberal,62,Female,is-biased,80,llama3.2:3b,
21,979,Conservative,74,Female,is-not-biased,80,llama3.2:3b,
71,1546,Conservative,46,Male,is-biased,60,llama3.2:3b,
265,980,Conservative,26,Male,is-not-biased,80,llama3.2:3b,
133,1547,Conservative,40,Female,is-biased,30,llama3.2:3b,
96,981,Other,33,Male,is-biased,60,llama3.2:3b,
131,1548,Independent,35,Male,is-biased,60,llama3.2:3b,
209,982,Conservative,41,Male,is-biased,60,llama3.2:3b,
131,1549,Liberal,36,Male,is-biased,60,llama3.2:3b,
130,1550,Conservative,25,Male,is-biased,80,llama3.2:3b,
87,983,Conservative,48,Male,is-not-biased,80,llama3.2:3b,
192,984,Independent,33,Female,is-biased,30,llama3.2:3b,
236,1551,Conservative,37,Female,is-biased,60,llama3.2:3b,
253,985,Liberal,30,Male,is-biased,60,llama3.2:3b,
36,1552,Independent,28,Male,is-not-biased,90,llama3.2:3b,
115,986,Conservative,49,Female,is-biased,30,llama3.2:3b,
82,987,Conservative,64,Male,is-not-biased,80,llama3.2:3b,
208,1554,Conservative,40,Male,is-not-biased,90,llama3.2:3b,
77,1553,Conservative,25,Female,is-not-biased,80,llama3.2:3b,
277,988,Liberal,37,Female,is-not-biased,90,llama3.2:3b,
80,1555,Conservative,30,Female,is-biased,30,llama3.2:3b,
94,989,Conservative,48,Female,is-biased,30,llama3.2:3b,
203,990,Independent,48,Male,is-not-biased,90,llama3.2:3b,
136,1556,Liberal,51,Male,is-not-biased,80,llama3.2:3b,
130,1557,Independent,27,Male,is-biased,80,llama3.2:3b,
5,991,Conservative,47,Male,is-not-biased,80,llama3.2:3b,
11,1558,Liberal,33,Female,is-not-biased,90,llama3.2:3b,
263,992,Independent,25,Male,is-not-biased,80,llama3.2:3b,
229,1559,Liberal,28,Male,is-biased,60,llama3.2:3b,
271,993,Liberal,48,Female,is-biased,80,llama3.2:3b,
182,1560,Conservative,29,Male,is-biased,60,llama3.2:3b,
172,994,Conservative,25,Male,is-not-biased,80,llama3.2:3b,
259,995,Conservative,28,Female,is-biased,60,llama3.2:3b,
130,1562,Conservative,41,Female,is-biased,80,llama3.2:3b,
116,996,Independent,49,Male,is-biased,80,llama3.2:3b,
136,1563,Liberal,44,Female,is-not-biased,80,llama3.2:3b,
131,997,Liberal,49,Female,is-biased,60,llama3.2:3b,
33,998,Conservative,52,Male,is-not-biased,80,llama3.2:3b,
236,1561,Liberal,37,Male,is-biased,60,llama3.2:3b,
65,1564,Conservative,51,Male,is-biased,80,llama3.2:3b,
237,1565,Liberal,36,Male,is-biased,60,llama3.2:3b,
262,999,Conservative,48,Female,is-biased,30,llama3.2:3b,
267,1566,Independent,33,Male,is-not-biased,90,llama3.2:3b,
208,1567,Conservative,51,Male,is-not-biased,90,llama3.2:3b,
157,1000,Conservative,29,Male,is-biased,60,llama3.2:3b,
141,1001,Conservative,28,Male,is-not-biased,80,llama3.2:3b,
134,1568,Conservative,42,Male,is-biased,60,llama3.2:3b,
136,1002,Liberal,45,Female,is-not-biased,80,llama3.2:3b,
235,1569,Independent,37,Female,is-not-biased,80,llama3.2:3b,
105,1003,Conservative,42,Male,is-biased,30,llama3.2:3b,
130,1570,Liberal,37,Male,is-biased,80,llama3.2:3b,
130,1571,Conservative,30,Female,is-biased,80,llama3.2:3b,
137,1004,Independent,26,Male,is-biased,60,llama3.2:3b,
169,1005,Liberal,36,Female,is-biased,60,llama3.2:3b,
208,1572,Conservative,25,Female,is-not-biased,80,llama3.2:3b,
0,1006,Liberal,59,Male,is-not-biased,80,llama3.2:3b,
136,1573,Conservative,55,Female,is-not-biased,80,llama3.2:3b,
266,1007,Conservative,38,Female,is-biased,80,llama3.2:3b,
133,1574,Conservative,26,Female,is-biased,30,llama3.2:3b,
95,1008,Liberal,44,Female,is-not-biased,90,llama3.2:3b,
246,1575,Independent,29,Male,is-biased,60,llama3.2:3b,
112,1009,Liberal,36,Female,is-biased,80,llama3.2:3b,
242,1576,Conservative,40,Female,is-not-biased,80,llama3.2:3b,
79,1577,Conservative,25,Male,is-not-biased,100,llama3.2:3b,
16,1010,Liberal,31,Male,is-not-biased,90,llama3.2:3b,
94,1011,Independent,45,Female,is-biased,60,llama3.2:3b,
267,1578,Liberal,33,Male,is-not-biased,90,llama3.2:3b,
101,1012,Conservative,25,Male,is-not-biased,80,llama3.2:3b,
34,1579,Liberal,40,Female,is-not-biased,80,llama3.2:3b,
200,1580,Liberal,29,Female,is-not-biased,80,llama3.2:3b,
38,1013,Liberal,30,Male,is-not-biased,90,llama3.2:3b,
213,1581,Independent,32,Male,is-biased,60,llama3.2:3b,
187,1014,Independent,52,Male,is-not-biased,80,llama3.2:3b,
215,1015,Liberal,55,Male,is-not-biased,90,llama3.2:3b,
184,1582,Conservative,36,Female,is-not-biased,90,llama3.2:3b,
145,19,Independent,26,Female,is-biased,80,llama3.2:3b,
262,1016,Conservative,33,Female,is-biased,20,llama3.2:3b,
69,1583,Liberal,58,Female,is-biased,60,llama3.2:3b,
230,1017,Conservative,43,Male,is-not-biased,90,llama3.2:3b,
214,1584,Conservative,56,Male,is-biased,80,llama3.2:3b,
111,1018,Conservative,42,Male,is-biased,80,llama3.2:3b,
76,1585,Conservative,25,Female,is-not-biased,90,llama3.2:3b,
108,1019,Liberal,42,Male,is-not-biased,90,llama3.2:3b,
205,1020,Other,34,Female,is-biased,60,llama3.2:3b,
125,1586,Liberal,39,Male,is-not-biased,80,llama3.2:3b,
184,1587,Liberal,33,Male,is-not-biased,90,llama3.2:3b,
221,1588,Liberal,21,Female,is-not-biased,80,llama3.2:3b,
122,1022,Liberal,35,Female,is-not-biased,90,llama3.2:3b,
260,1589,Liberal,52,Female,is-biased,80,llama3.2:3b,
152,18,Liberal,26,Female,is-biased,80,llama3.2:3b,
195,1023,Liberal,29,Male,is-biased,80,llama3.2:3b,
167,1021,Conservative,44,Male,is-biased,60,llama3.2:3b,
3,1590,Conservative,45,Male,is-not-biased,80,llama3.2:3b,
123,1591,Liberal,35,Male,is-biased,80,llama3.2:3b,
151,1024,Liberal,48,Female,is-not-biased,90,llama3.2:3b,
74,458,Liberal,52,Female,is-biased,20,llama3.2:3b,
109,836,Conservative,55,Female,is-biased,30,llama3.2:3b,
223,459,Conservative,41,Male,is-biased,60,llama3.2:3b,
263,1088,Liberal,36,Male,is-not-biased,80,llama3.2:3b,
115,1781,Independent,26,Male,is-biased,30,llama3.2:3b,
173,1089,Liberal,33,Male,is-biased,80,llama3.2:3b,
99,460,Independent,25,Male,is-not-biased,90,llama3.2:3b,
54,1782,Independent,22,Female,is-not-biased,80,llama3.2:3b,
72,838,Liberal,38,Male,is-not-biased,90,llama3.2:3b,
234,1090,Independent,33,Male,is-not-biased,80,llama3.2:3b,
260,837,Independent,39,Male,is-biased,60,llama3.2:3b,
193,1783,Conservative,22,Female,is-not-biased,80,llama3.2:3b,
162,461,Liberal,50,Female,is-biased,80,llama3.2:3b,
136,839,Liberal,45,Male,is-not-biased,80,llama3.2:3b,
140,1091,Conservative,24,Female,is-biased,60,llama3.2:3b,
111,1784,Independent,52,Male,is-biased,80,llama3.2:3b,
234,462,Liberal,28,Male,is-not-biased,80,llama3.2:3b,
261,840,Liberal,31,Male,is-not-biased,80,llama3.2:3b,
252,1092,Conservative,39,Female,is-biased,60,llama3.2:3b,
116,1785,Liberal,35,Male,is-biased,80,llama3.2:3b,
76,463,Conservative,46,Female,is-not-biased,90,llama3.2:3b,
174,841,Conservative,34,Male,is-biased,60,llama3.2:3b,
28,1093,Liberal,50,Male,is-not-biased,80,llama3.2:3b,
278,1786,Conservative,48,Male,is-biased,80,llama3.2:3b,
144,464,Liberal,31,Male,is-biased,80,llama3.2:3b,
175,842,Independent,37,Male,is-biased,60,llama3.2:3b,
25,1094,Conservative,25,Male,is-biased,60,llama3.2:3b,
276,1787,Conservative,47,Male,is-biased,60,llama3.2:3b,
33,843,Liberal,30,Female,is-not-biased,80,llama3.2:3b,
183,465,Independent,40,Male,is-not-biased,80,llama3.2:3b,
86,1095,Independent,35,Male,is-not-biased,80,llama3.2:3b,
112,1788,Conservative,25,Female,is-biased,80,llama3.2:3b,
24,466,Conservative,24,Female,is-not-biased,90,llama3.2:3b,
94,844,Conservative,35,Male,is-biased,30,llama3.2:3b,
81,467,Liberal,38,Female,is-not-biased,90,llama3.2:3b,
161,1096,Liberal,24,Female,is-not-biased,80,llama3.2:3b,
112,1789,Liberal,37,Male,is-biased,80,llama3.2:3b,
152,845,Liberal,48,Female,is-biased,80,llama3.2:3b,
54,1790,Independent,30,Male,is-biased,70,llama3.2:3b,
205,1097,Conservative,41,Female,is-not-biased,80,llama3.2:3b,
97,468,Independent,42,Male,is-not-biased,90,llama3.2:3b,
146,846,Liberal,24,Female,is-not-biased,80,llama3.2:3b,
262,1098,Conservative,58,Male,is-biased,30,llama3.2:3b,
193,1791,Liberal,44,Female,is-not-biased,80,llama3.2:3b,
279,469,Liberal,35,Male,is-biased,60,llama3.2:3b,
160,847,Conservative,59,Male,is-biased,80,llama3.2:3b,
1,1099,Independent,30,Male,is-biased,60,llama3.2:3b,
50,1792,Other,32,Male,is-biased,80,llama3.2:3b,
102,470,Independent,37,Male,is-biased,80,llama3.2:3b,
157,848,Liberal,35,Female,is-biased,60,llama3.2:3b,
171,1100,Liberal,25,Female,is-biased,60,llama3.2:3b,
276,1793,Liberal,25,Female,is-biased,60,llama3.2:3b,
165,471,Conservative,39,Male,is-biased,60,llama3.2:3b,
277,849,Conservative,19,Female,is-not-biased,90,llama3.2:3b,
50,1794,Liberal,22,Female,is-biased,80,llama3.2:3b,
168,1101,Independent,53,Female,is-not-biased,80,llama3.2:3b,
222,472,Liberal,25,Male,is-not-biased,90,llama3.2:3b,
105,850,Conservative,53,Female,is-biased,80,llama3.2:3b,
52,1795,Conservative,48,Male,is-biased,80,llama3.2:3b,
67,473,Independent,25,Male,is-not-biased,80,llama3.2:3b,
125,851,Conservative,54,Female,is-not-biased,80,llama3.2:3b,
283,1103,Liberal,48,Female,is-not-biased,80,llama3.2:3b,
232,474,Conservative,25,Female,is-biased,60,llama3.2:3b,
113,1796,Conservative,41,Male,is-not-biased,80,llama3.2:3b,
29,1102,Independent,34,Male,is-biased,60,llama3.2:3b,
51,852,Independent,19,Female,is-biased,60,llama3.2:3b,
59,1104,Liberal,34,Male,is-biased,60,llama3.2:3b,
205,1797,Other,19,Male,is-biased,60,llama3.2:3b,
81,1105,Conservative,65,Male,is-not-biased,90,llama3.2:3b,
156,475,Independent,40,Male,is-not-biased,90,llama3.2:3b,
141,853,Independent,37,Male,is-not-biased,80,llama3.2:3b,
276,1798,Independent,42,Male,is-biased,60,llama3.2:3b,
177,476,Liberal,27,Female,is-not-biased,80,llama3.2:3b,
244,854,Liberal,40,Female,is-biased,60,llama3.2:3b,
255,1106,Liberal,30,Female,is-biased,60,llama3.2:3b,
205,1799,Liberal,41,Male,is-biased,60,llama3.2:3b,
136,477,Liberal,41,Female,is-not-biased,80,llama3.2:3b,
242,855,Other,48,Female,is-not-biased,80,llama3.2:3b,
98,1107,Conservative,32,Male,is-biased,30,llama3.2:3b,
50,1800,Independent,44,Male,is-biased,80,llama3.2:3b,
230,478,Liberal,27,Female,is-not-biased,90,llama3.2:3b,
25,856,Liberal,25,Female,is-biased,60,llama3.2:3b,
175,1108,Liberal,30,Male,is-biased,60,llama3.2:3b,
265,1801,Liberal,72,Male,is-biased,80,llama3.2:3b,
34,479,Liberal,51,Female,is-not-biased,80,llama3.2:3b,
6,857,Conservative,24,Female,is-biased,60,llama3.2:3b,
162,1109,Liberal,38,Male,is-biased,60,llama3.2:3b,
30,1802,Liberal,28,Female,is-not-biased,80,llama3.2:3b,
154,480,Independent,40,Female,is-biased,60,llama3.2:3b,
152,858,Independent,45,Female,is-biased,80,llama3.2:3b,
233,1110,Conservative,24,Female,is-not-biased,80,llama3.2:3b,
205,1803,Other,36,Female,is-biased,60,llama3.2:3b,
227,481,Independent,35,Male,is-biased,60,llama3.2:3b,
106,859,Conservative,47,Female,is-not-biased,90,llama3.2:3b,
42,1111,Conservative,25,Female,is-not-biased,90,llama3.2:3b,
212,1804,Independent,36,Male,is-biased,30,llama3.2:3b,
288,482,Independent,53,Male,is-biased,80,llama3.2:3b,
227,860,Liberal,33,Male,is-not-biased,80,llama3.2:3b,
118,1112,Conservative,32,Male,is-not-biased,80,llama3.2:3b,
116,1805,Independent,33,Male,is-biased,80,llama3.2:3b,
262,861,Liberal,48,Male,is-biased,30,llama3.2:3b,
251,1113,Other,28,Female,is-not-biased,80,llama3.2:3b,
57,1806,Independent,44,Female,is-not-biased,90,llama3.2:3b,
32,484,Independent,60,Male,is-not-biased,80,llama3.2:3b,
41,483,Independent,31,Male,is-not-biased,80,llama3.2:3b,
97,1114,Conservative,30,Male,is-not-biased,90,llama3.2:3b,
141,862,Conservative,45,Male,is-not-biased,80,llama3.2:3b,
193,1807,Conservative,61,Female,is-not-biased,80,llama3.2:3b,
130,485,Liberal,37,Other,is-biased,80,llama3.2:3b,
10,863,Independent,53,Male,is-not-biased,90,llama3.2:3b,
75,1115,Liberal,25,Male,is-not-biased,80,llama3.2:3b,
116,1808,Independent,26,Male,is-biased,80,llama3.2:3b,
7,486,Liberal,40,Female,is-not-biased,80,llama3.2:3b,
266,864,Liberal,22,Male,is-biased,30,llama3.2:3b,
145,1116,Conservative,35,Male,is-biased,80,llama3.2:3b,
47,1809,Liberal,27,Male,is-not-biased,80,llama3.2:3b,
152,487,Liberal,36,Male,is-biased,80,llama3.2:3b,
242,865,Conservative,65,Female,is-not-biased,80,llama3.2:3b,
193,1117,Liberal,39,Female,is-not-biased,80,llama3.2:3b,
1,866,Liberal,31,Male,is-biased,80,llama3.2:3b,
144,488,Conservative,25,Female,is-biased,30,llama3.2:3b,
265,1810,Conservative,35,Female,is-not-biased,80,llama3.2:3b,
268,1811,Liberal,34,Male,is-biased,80,llama3.2:3b,
33,867,Liberal,38,Female,is-not-biased,80,llama3.2:3b,
45,489,Liberal,30,Other,is-not-biased,80,llama3.2:3b,
121,1118,Independent,30,Male,is-not-biased,80,llama3.2:3b,
98,1119,Conservative,45,Male,is-biased,30,llama3.2:3b,
220,868,Conservative,63,Female,is-not-biased,90,llama3.2:3b,
110,1812,Conservative,52,Male,is-biased,60,llama3.2:3b,
166,490,Conservative,43,Female,is-biased,60,llama3.2:3b,
263,1120,Liberal,37,Female,is-not-biased,80,llama3.2:3b,
192,1813,Conservative,33,Male,is-biased,80,llama3.2:3b,
165,491,Conservative,37,Female,is-biased,60,llama3.2:3b,
127,869,Liberal,50,Female,is-not-biased,80,llama3.2:3b,
263,1121,Liberal,25,Female,is-not-biased,80,llama3.2:3b,
195,1814,Conservative,37,Female,is-biased,80,llama3.2:3b,
161,492,Liberal,32,Male,is-not-biased,80,llama3.2:3b,
169,870,Liberal,66,Female,is-biased,80,llama3.2:3b,
7,1122,Conservative,70,Male,is-not-biased,80,llama3.2:3b,
265,1815,Independent,27,Male,is-not-biased,80,llama3.2:3b,
145,493,Liberal,50,Male,is-not-biased,80,llama3.2:3b,
14,871,Conservative,42,Female,is-biased,80,llama3.2:3b,
94,1123,Independent,55,Male,is-biased,60,llama3.2:3b,
222,1816,Conservative,31,Male,is-not-biased,90,llama3.2:3b,
156,494,Liberal,36,Female,is-not-biased,90,llama3.2:3b,
102,1124,Independent,30,Female,is-biased,80,llama3.2:3b,
276,872,Conservative,53,Male,is-biased,60,llama3.2:3b,
111,1817,Liberal,35,Male,is-biased,80,llama3.2:3b,
263,495,Independent,26,Male,is-not-biased,80,llama3.2:3b,
145,873,Liberal,59,Male,is-not-biased,80,llama3.2:3b,
22,1125,Liberal,33,Male,is-not-biased,90,llama3.2:3b,
265,1818,Liberal,35,Male,is-biased,80,llama3.2:3b,
171,496,Independent,20,Female,is-biased,60,llama3.2:3b,
136,874,Independent,34,Male,is-not-biased,80,llama3.2:3b,
7,1126,Conservative,45,Male,is-not-biased,80,llama3.2:3b,
45,1819,Liberal,43,Male,is-not-biased,80,llama3.2:3b,
139,497,Independent,40,Male,is-biased,60,llama3.2:3b,
92,1127,Other,19,Male,is-not-biased,90,llama3.2:3b,
110,875,Conservative,30,Female,is-biased,60,llama3.2:3b,
115,1820,Independent,22,Female,is-not-biased,90,llama3.2:3b,
194,876,Liberal,50,Male,is-not-biased,80,llama3.2:3b,
7,498,Conservative,29,Female,is-not-biased,80,llama3.2:3b,
70,1128,Liberal,25,Female,is-biased,30,llama3.2:3b,
276,1821,Liberal,34,Female,is-biased,60,llama3.2:3b,
31,499,Other,40,Male,is-not-biased,80,llama3.2:3b,
231,877,Conservative,30,Male,is-biased,80,llama3.2:3b,
183,1129,Conservative,48,Female,is-not-biased,80,llama3.2:3b,
114,1822,Conservative,34,Male,is-biased,60,llama3.2:3b,
127,878,Independent,35,Female,is-not-biased,80,llama3.2:3b,
136,500,Independent,65,Male,is-not-biased,80,llama3.2:3b,
224,1130,Liberal,64,Female,is-biased,60,llama3.2:3b,
27,1823,Liberal,71,Male,is-biased,60,llama3.2:3b,
154,501,Liberal,25,Male,is-biased,60,llama3.2:3b,
146,879,Independent,48,Female,is-not-biased,80,llama3.2:3b,
123,1131,Conservative,61,Male,is-biased,60,llama3.2:3b,
115,1824,Conservative,28,Female,is-biased,60,llama3.2:3b,
284,502,Liberal,62,Female,is-biased,80,llama3.2:3b,
161,880,Independent,56,Female,is-not-biased,80,llama3.2:3b,
251,1132,Conservative,52,Male,is-not-biased,80,llama3.2:3b,
173,503,Other,26,Male,is-biased,60,llama3.2:3b,
13,1825,Liberal,56,Female,is-not-biased,90,llama3.2:3b,
274,881,Conservative,36,Male,is-biased,80,llama3.2:3b,
86,1133,Conservative,50,Male,is-not-biased,80,llama3.2:3b,
175,1134,Other,50,Male,is-biased,60,llama3.2:3b,
208,504,Conservative,28,Female,is-not-biased,80,llama3.2:3b,
152,882,Liberal,64,Male,is-biased,80,llama3.2:3b,
51,1826,Independent,20,Male,is-biased,60,llama3.2:3b,
0,1827,Conservative,40,Male,is-not-biased,80,llama3.2:3b,
109,505,Liberal,40,Male,is-biased,30,llama3.2:3b,
88,883,Conservative,25,Male,is-biased,80,llama3.2:3b,
260,1135,Liberal,70,Female,is-biased,80,llama3.2:3b,
223,506,Independent,29,Male,is-biased,60,llama3.2:3b,
116,1828,Liberal,52,Female,is-biased,80,llama3.2:3b,
39,884,Conservative,38,Female,is-biased,80,llama3.2:3b,
224,1136,Liberal,35,Female,is-biased,60,llama3.2:3b,
205,1829,Liberal,32,Female,is-not-biased,80,llama3.2:3b,
225,507,Other,30,Male,is-not-biased,80,llama3.2:3b,
211,885,Liberal,35,Female,is-biased,20,llama3.2:3b,
110,1137,Conservative,50,Female,is-biased,60,llama3.2:3b,
205,1830,Independent,25,Female,is-biased,60,llama3.2:3b,
257,886,Independent,53,Male,is-not-biased,80,llama3.2:3b,
225,508,Liberal,77,Female,is-not-biased,90,llama3.2:3b,
191,1138,Independent,23,Female,is-biased,60,llama3.2:3b,
213,887,Liberal,26,Male,is-biased,60,llama3.2:3b,
197,509,Liberal,32,Male,is-biased,80,llama3.2:3b,
59,1831,Independent,59,Male,is-not-biased,80,llama3.2:3b,
113,1139,Liberal,40,Female,is-not-biased,80,llama3.2:3b,
50,1832,Liberal,34,Female,is-biased,90,llama3.2:3b,
74,510,Liberal,34,Female,is-biased,20,llama3.2:3b,
101,888,Liberal,46,Male,is-not-biased,80,llama3.2:3b,
157,1140,Conservative,25,Male,is-biased,60,llama3.2:3b,
59,511,Liberal,30,Female,is-biased,60,llama3.2:3b,
205,1833,Independent,59,Female,is-biased,60,llama3.2:3b,
154,889,Independent,25,Male,is-biased,60,llama3.2:3b,
58,1141,Independent,54,Female,is-biased,60,llama3.2:3b,
193,1834,Conservative,31,Male,is-not-biased,80,llama3.2:3b,
33,512,Liberal,39,Female,is-not-biased,80,llama3.2:3b,
88,890,Conservative,55,Female,is-biased,80,llama3.2:3b,
154,1142,Conservative,34,Male,is-biased,60,llama3.2:3b,
195,1835,Liberal,47,Male,is-biased,80,llama3.2:3b,
46,513,Independent,25,Male,is-not-biased,80,llama3.2:3b,
262,891,Liberal,48,Male,is-biased,30,llama3.2:3b,
258,1143,Independent,28,Female,is-not-biased,90,llama3.2:3b,
205,1836,Independent,31,Male,is-biased,60,llama3.2:3b,
156,514,Independent,30,Male,is-not-biased,90,llama3.2:3b,
77,892,Conservative,33,Female,is-not-biased,80,llama3.2:3b,
187,1144,Conservative,22,Female,is-biased,60,llama3.2:3b,
194,893,Conservative,48,Female,is-not-biased,90,llama3.2:3b,
115,1837,Liberal,28,Male,is-not-biased,90,llama3.2:3b,
142,515,Conservative,48,Male,is-biased,80,llama3.2:3b,
24,1145,Liberal,31,Female,is-not-biased,90,llama3.2:3b,
116,1838,Liberal,29,Female,is-biased,80,llama3.2:3b,
245,894,Liberal,49,Female,is-biased,60,llama3.2:3b,
251,1146,Liberal,37,Male,is-not-biased,80,llama3.2:3b,
177,516,Conservative,40,Female,is-not-biased,80,llama3.2:3b,
160,895,Conservative,48,Female,is-biased,60,llama3.2:3b,
62,517,Liberal,57,Female,is-not-biased,80,llama3.2:3b,
242,1147,Conservative,49,Male,is-not-biased,80,llama3.2:3b,
110,1840,Independent,36,Female,is-biased,60,llama3.2:3b,
25,518,Independent,46,Male,is-biased,60,llama3.2:3b,
115,1839,Conservative,68,Female,is-biased,30,llama3.2:3b,
76,896,Liberal,33,Female,is-not-biased,90,llama3.2:3b,
267,1148,Other,52,Male,is-not-biased,90,llama3.2:3b,
115,1841,Liberal,56,Female,is-not-biased,90,llama3.2:3b,
136,519,Conservative,41,Female,is-not-biased,80,llama3.2:3b,
206,897,Independent,37,Female,is-biased,20,llama3.2:3b,
120,1149,Conservative,39,Male,is-biased,70,llama3.2:3b,
265,1842,Independent,56,Male,is-not-biased,80,llama3.2:3b,
165,898,Liberal,40,Male,is-biased,60,llama3.2:3b,
168,520,Independent,35,Female,is-not-biased,80,llama3.2:3b,
36,1150,Liberal,43,Male,is-not-biased,90,llama3.2:3b,
169,206,Conservative,61,Male,is-biased,80,llama3.2:3b,
112,1843,Liberal,32,Male,is-biased,80,llama3.2:3b,
239,332,Liberal,54,Male,is-biased,60,llama3.2:3b,
157,1403,Conservative,54,Female,is-biased,60,llama3.2:3b,
98,1466,Conservative,49,Female,is-biased,30,llama3.2:3b,
211,2033,Liberal,30,Female,is-biased,80,llama3.2:3b,
97,1404,Liberal,51,Male,is-not-biased,90,llama3.2:3b,
100,207,Liberal,41,Male,is-not-biased,80,llama3.2:3b,
125,1592,Conservative,41,Male,is-not-biased,80,llama3.2:3b,
233,1467,Conservative,32,Male,is-not-biased,80,llama3.2:3b,
3,333,Liberal,35,Female,is-not-biased,80,llama3.2:3b,
260,1593,Liberal,41,Male,is-biased,60,llama3.2:3b,
111,2034,Liberal,25,Female,is-biased,80,llama3.2:3b,
7,208,Liberal,34,Male,is-not-biased,80,llama3.2:3b,
205,334,Liberal,28,Female,is-biased,60,llama3.2:3b,
185,1468,Liberal,28,Male,is-biased,60,llama3.2:3b,
157,1405,Conservative,64,Female,is-biased,60,llama3.2:3b,
127,1594,Independent,28,Male,is-not-biased,80,llama3.2:3b,
110,2035,Liberal,70,Female,is-biased,60,llama3.2:3b,
69,209,Liberal,56,Male,is-biased,60,llama3.2:3b,
237,1406,Liberal,64,Female,is-biased,60,llama3.2:3b,
22,335,Conservative,35,Male,is-not-biased,90,llama3.2:3b,
281,1595,Conservative,54,Male,is-not-biased,80,llama3.2:3b,
2,336,Liberal,34,Female,is-not-biased,90,llama3.2:3b,
215,2036,Liberal,23,Male,is-not-biased,90,llama3.2:3b,
149,210,Liberal,44,Female,is-not-biased,90,llama3.2:3b,
33,1470,Conservative,40,Male,is-not-biased,80,llama3.2:3b,
169,1407,Conservative,47,Male,is-biased,80,llama3.2:3b,
57,2037,Conservative,65,Female,is-not-biased,90,llama3.2:3b,
245,1469,Liberal,40,Male,is-biased,60,llama3.2:3b,
289,1596,Conservative,52,Male,is-not-biased,80,llama3.2:3b,
241,337,Conservative,53,Male,is-biased,80,llama3.2:3b,
29,211,Independent,25,Female,is-biased,30,llama3.2:3b,
101,1408,Independent,25,Male,is-not-biased,80,llama3.2:3b,
130,1471,Conservative,33,Male,is-biased,80,llama3.2:3b,
72,1597,Conservative,30,Female,is-not-biased,80,llama3.2:3b,
51,2038,Conservative,67,Female,is-biased,60,llama3.2:3b,
193,1409,Independent,22,Male,is-biased,60,llama3.2:3b,
282,212,Conservative,52,Male,is-not-biased,90,llama3.2:3b,
36,338,Conservative,50,Male,is-not-biased,80,llama3.2:3b,
193,1472,Liberal,25,Female,is-not-biased,80,llama3.2:3b,
263,1598,Liberal,46,Male,is-not-biased,80,llama3.2:3b,
50,2039,Independent,30,Female,is-biased,80,llama3.2:3b,
