article_id,index,politics,llm_assessment,llm_confidence,llm_model,llm_error
0,1888,Conservative,is-not-biased,90,qwen3:4b,
268,1889,Independent,is-not-biased,95,qwen3:4b,
146,126,Liberal,is-not-biased,100,qwen3:4b,
197,1197,Liberal,is-not-biased,90,qwen3:4b,
211,127,Conservative,is-not-biased,95,qwen3:4b,
192,1953,Liberal,is-not-biased,90,qwen3:4b,
37,2080,Liberal,is-not-biased,90,qwen3:4b,
157,1198,Liberal,is-not-biased,90,qwen3:4b,
197,128,Liberal,is-not-biased,95,qwen3:4b,
113,1954,Conservative,is-not-biased,90,qwen3:4b,
259,2079,Conservative,is-not-biased,90,qwen3:4b,
9,1199,Conservative,is-not-biased,90,qwen3:4b,
19,1955,Conservative,is-not-biased,90,qwen3:4b,
112,1956,Independent,is-not-biased,95,qwen3:4b,
21,1200,Liberal,is-not-biased,95,qwen3:4b,
61,2082,Conservative,is-not-biased,95,qwen3:4b,
222,2081,Independent,is-not-biased,90,qwen3:4b,
119,130,Liberal,is-not-biased,95,qwen3:4b,
123,129,Conservative,is-not-biased,95,qwen3:4b,
215,2083,Liberal,is-not-biased,95,qwen3:4b,
7,1202,Independent,is-not-biased,95,qwen3:4b,
279,1201,Liberal,is-not-biased,95,qwen3:4b,
51,1957,Conservative,is-not-biased,85,qwen3:4b,
276,1958,Independent,is-not-biased,95,qwen3:4b,
115,2084,Independent,is-not-biased,90,qwen3:4b,
203,1203,Conservative,is-not-biased,95,qwen3:4b,
45,1959,Liberal,is-not-biased,95,qwen3:4b,
269,2085,Liberal,is-not-biased,95,qwen3:4b,
69,131,Conservative,is-not-biased,95,qwen3:4b,
142,133,Liberal,is-not-biased,95,qwen3:4b,
169,1204,Liberal,is-not-biased,90,qwen3:4b,
247,132,Conservative,is-not-biased,90,qwen3:4b,
113,1961,Liberal,is-not-biased,95,qwen3:4b,
110,1960,Independent,is-not-biased,95,qwen3:4b,
5,134,Conservative,is-not-biased,95,qwen3:4b,
113,2087,Liberal,is-not-biased,95,qwen3:4b,
54,1205,Liberal,is-not-biased,95,qwen3:4b,
211,1962,Independent,is-not-biased,95,qwen3:4b,
278,2086,Conservative,is-not-biased,90,qwen3:4b,
224,135,Liberal,is-not-biased,90,qwen3:4b,
112,2088,Liberal,is-not-biased,95,qwen3:4b,
272,136,Liberal,is-not-biased,95,qwen3:4b,
252,1206,Liberal,is-not-biased,95,qwen3:4b,
59,1963,Conservative,is-not-biased,90,qwen3:4b,
129,1208,Liberal,is-not-biased,95,qwen3:4b,
115,1964,Liberal,is-not-biased,95,qwen3:4b,
111,2089,Liberal,is-not-biased,90,qwen3:4b,
178,137,Liberal,is-not-biased,90,qwen3:4b,
62,2090,Conservative,is-not-biased,95,qwen3:4b,
133,1209,Liberal,is-not-biased,95,qwen3:4b,
112,1965,Conservative,is-not-biased,90,qwen3:4b,
207,1207,Liberal,is-not-biased,90,qwen3:4b,
27,1966,Independent,is-not-biased,90,qwen3:4b,
195,2091,Liberal,is-not-biased,90,qwen3:4b,
166,1210,Conservative,is-not-biased,90,qwen3:4b,
121,140,Independent,is-not-biased,95,qwen3:4b,
263,139,Conservative,is-not-biased,90,qwen3:4b,
181,138,Liberal,is-not-biased,95,qwen3:4b,
74,1211,Conservative,is-not-biased,90,qwen3:4b,
59,2092,Conservative,is-not-biased,95,qwen3:4b,
19,2093,Conservative,is-not-biased,95,qwen3:4b,
129,141,Independent,is-not-biased,95,qwen3:4b,
111,1968,Conservative,is-not-biased,95,qwen3:4b,
123,142,Liberal,is-not-biased,95,qwen3:4b,
13,1967,Liberal,is-not-biased,95,qwen3:4b,
19,2094,Conservative,is-not-biased,90,qwen3:4b,
133,1213,Conservative,is-biased,75,qwen3:4b,
195,2095,Independent,is-not-biased,95,qwen3:4b,
266,1212,Conservative,is-not-biased,90,qwen3:4b,
59,1969,Liberal,is-not-biased,95,qwen3:4b,
86,143,Liberal,is-not-biased,95,qwen3:4b,
167,1214,Liberal,is-not-biased,95,qwen3:4b,
184,144,Liberal,is-not-biased,95,qwen3:4b,
2,1970,Conservative,is-not-biased,90,qwen3:4b,
100,1215,Conservative,is-not-biased,95,qwen3:4b,
185,145,Conservative,is-not-biased,95,qwen3:4b,
116,1971,Liberal,is-not-biased,90,qwen3:4b,
229,1216,Liberal,is-not-biased,90,qwen3:4b,
114,2097,Conservative,is-not-biased,90,qwen3:4b,
207,2096,Conservative,is-biased,90,qwen3:4b,
115,1973,Independent,is-not-biased,95,qwen3:4b,
245,2098,Conservative,is-not-biased,95,qwen3:4b,
160,146,Liberal,is-not-biased,95,qwen3:4b,
111,1972,Liberal,is-not-biased,90,qwen3:4b,
167,1217,Conservative,is-not-biased,90,qwen3:4b,
192,2099,Independent,is-not-biased,95,qwen3:4b,
45,2100,Independent,is-not-biased,95,qwen3:4b,
45,1974,Independent,is-not-biased,95,qwen3:4b,
225,1218,Conservative,is-not-biased,90,qwen3:4b,
92,1219,Liberal,is-not-biased,95,qwen3:4b,
141,148,Conservative,is-not-biased,95,qwen3:4b,
237,147,Liberal,is-not-biased,85,qwen3:4b,
112,1975,Liberal,is-not-biased,95,qwen3:4b,
57,1976,Independent,is-not-biased,95,qwen3:4b,
141,149,Liberal,is-not-biased,95,qwen3:4b,
50,2101,Conservative,is-not-biased,90,qwen3:4b,
123,1220,Independent,is-not-biased,95,qwen3:4b,
269,1977,Independent,is-not-biased,95,qwen3:4b,
59,2102,Conservative,is-not-biased,95,qwen3:4b,
161,150,Liberal,is-not-biased,90,qwen3:4b,
114,2103,Conservative,is-not-biased,90,qwen3:4b,
90,1222,Liberal,is-not-biased,95,qwen3:4b,
259,1978,Liberal,is-not-biased,90,qwen3:4b,
185,1221,Liberal,is-not-biased,80,qwen3:4b,
140,1223,Independent,is-not-biased,95,qwen3:4b,
112,2104,Liberal,is-not-biased,90,qwen3:4b,
179,152,Independent,is-not-biased,95,qwen3:4b,
165,151,Liberal,is-not-biased,95,qwen3:4b,
211,1979,Independent,is-not-biased,95,qwen3:4b,
121,153,Liberal,is-not-biased,95,qwen3:4b,
50,2105,Liberal,is-not-biased,95,qwen3:4b,
66,154,Independent,is-not-biased,95,qwen3:4b,
265,1224,Conservative,is-not-biased,90,qwen3:4b,
114,1981,Conservative,is-not-biased,95,qwen3:4b,
50,2106,Liberal,is-not-biased,90,qwen3:4b,
223,155,Conservative,is-not-biased,90,qwen3:4b,
245,1980,Liberal,is-not-biased,85,qwen3:4b,
101,1226,Conservative,is-not-biased,95,qwen3:4b,
28,2107,Independent,is-not-biased,90,qwen3:4b,
98,1225,Liberal,is-biased,70,qwen3:4b,
144,1227,Conservative,is-not-biased,95,qwen3:4b,
192,2108,Liberal,is-not-biased,90,qwen3:4b,
54,1982,Liberal,is-not-biased,90,qwen3:4b,
211,157,Independent,is-not-biased,95,qwen3:4b,
114,2109,Liberal,is-not-biased,95,qwen3:4b,
110,1983,Liberal,is-not-biased,95,qwen3:4b,
180,156,Conservative,is-biased,85,qwen3:4b,
195,1228,Independent,is-not-biased,95,qwen3:4b,
128,1229,Independent,is-not-biased,95,qwen3:4b,
19,1984,Other,is-not-biased,95,qwen3:4b,
58,2110,Liberal,is-not-biased,90,qwen3:4b,
193,1985,Conservative,is-not-biased,95,qwen3:4b,
47,2111,Independent,is-not-biased,90,qwen3:4b,
245,158,Independent,is-not-biased,95,qwen3:4b,
229,159,Independent,is-not-biased,90,qwen3:4b,
167,1230,Liberal,is-not-biased,90,qwen3:4b,
21,160,Conservative,is-not-biased,95,qwen3:4b,
114,1986,Conservative,is-not-biased,90,qwen3:4b,
192,2113,Liberal,is-not-biased,95,qwen3:4b,
110,2112,Independent,is-not-biased,95,qwen3:4b,
161,1231,Liberal,is-not-biased,95,qwen3:4b,
268,1987,Liberal,is-not-biased,90,qwen3:4b,
114,1232,Liberal,is-not-biased,95,qwen3:4b,
193,1988,Independent,is-not-biased,95,qwen3:4b,
212,1233,Liberal,is-not-biased,95,qwen3:4b,
114,2114,Liberal,is-not-biased,95,qwen3:4b,
128,163,Independent,is-not-biased,95,qwen3:4b,
253,161,Liberal,is-not-biased,90,qwen3:4b,
211,1989,Liberal,is-not-biased,95,qwen3:4b,
112,2115,Independent,is-not-biased,95,qwen3:4b,
269,1990,Independent,is-not-biased,100,qwen3:4b,
233,162,Liberal,is-not-biased,90,qwen3:4b,
114,1991,Independent,is-not-biased,95,qwen3:4b,
193,2116,Liberal,is-not-biased,95,qwen3:4b,
114,2117,Liberal,is-not-biased,95,qwen3:4b,
143,1235,Liberal,is-not-biased,90,qwen3:4b,
202,164,Conservative,is-not-biased,90,qwen3:4b,
271,1234,Independent,is-not-biased,90,qwen3:4b,
144,1236,Conservative,is-not-biased,95,qwen3:4b,
114,2118,Independent,is-not-biased,90,qwen3:4b,
208,165,Independent,is-not-biased,90,qwen3:4b,
268,1992,Independent,is-not-biased,95,qwen3:4b,
174,167,Independent,is-not-biased,95,qwen3:4b,
62,1993,Liberal,is-not-biased,95,qwen3:4b,
174,166,Liberal,is-not-biased,90,qwen3:4b,
110,2119,Independent,is-not-biased,95,qwen3:4b,
246,1238,Liberal,is-biased,90,qwen3:4b,
42,1994,Other,is-not-biased,90,qwen3:4b,
261,1237,Conservative,is-not-biased,95,qwen3:4b,
193,2121,Conservative,is-not-biased,95,qwen3:4b,
58,1995,Liberal,is-not-biased,95,qwen3:4b,
271,169,Liberal,is-not-biased,90,qwen3:4b,
155,1240,Liberal,is-not-biased,95,qwen3:4b,
115,1996,Independent,is-not-biased,95,qwen3:4b,
175,168,Independent,is-not-biased,90,qwen3:4b,
222,2120,Other,is-not-biased,85,qwen3:4b,
104,1239,Liberal,is-biased,80,qwen3:4b,
57,1997,Other,is-not-biased,95,qwen3:4b,
1,170,Liberal,is-not-biased,95,qwen3:4b,
115,2123,Liberal,is-not-biased,95,qwen3:4b,
51,2122,Liberal,is-not-biased,90,qwen3:4b,
176,171,Liberal,is-not-biased,90,qwen3:4b,
29,1242,Independent,is-not-biased,95,qwen3:4b,
204,1241,Liberal,is-not-biased,90,qwen3:4b,
90,172,Independent,is-not-biased,95,qwen3:4b,
110,2124,Liberal,is-not-biased,95,qwen3:4b,
116,1999,Liberal,is-not-biased,90,qwen3:4b,
278,1998,Conservative,is-not-biased,85,qwen3:4b,
141,1244,Liberal,is-not-biased,95,qwen3:4b,
193,2125,Other,is-not-biased,95,qwen3:4b,
125,173,Other,is-not-biased,90,qwen3:4b,
114,2126,Liberal,is-not-biased,95,qwen3:4b,
50,2127,Independent,is-not-biased,90,qwen3:4b,
259,2000,Conservative,is-not-biased,95,qwen3:4b,
86,175,Conservative,is-not-biased,90,qwen3:4b,
43,174,Independent,is-not-biased,95,qwen3:4b,
20,1243,Conservative,is-not-biased,100,qwen3:4b,
74,1245,Independent,is-not-biased,95,qwen3:4b,
110,2001,Conservative,is-not-biased,90,qwen3:4b,
50,2003,Liberal,is-not-biased,90,qwen3:4b,
