article_id,index,llm_assessment,llm_confidence,llm_model,llm_error
169,206,is-biased,78,gpt-5.4-mini,
100,207,is-not-biased,84,gpt-5.4-mini,
7,208,is-not-biased,84,gpt-5.4-mini,
69,209,is-not-biased,84,gpt-5.4-mini,
149,210,is-not-biased,92,gpt-5.4-mini,
29,211,is-not-biased,92,gpt-5.4-mini,
282,212,is-not-biased,86,gpt-5.4-mini,
169,213,is-biased,78,gpt-5.4-mini,
105,214,is-not-biased,86,gpt-5.4-mini,
76,215,is-not-biased,84,gpt-5.4-mini,
154,216,is-not-biased,86,gpt-5.4-mini,
20,217,is-not-biased,84,gpt-5.4-mini,
77,218,is-not-biased,92,gpt-5.4-mini,
182,219,is-biased,86,gpt-5.4-mini,
168,220,is-not-biased,78,gpt-5.4-mini,
152,221,is-biased,84,gpt-5.4-mini,
90,222,is-biased,84,gpt-5.4-mini,
72,223,is-not-biased,84,gpt-5.4-mini,
256,224,is-biased,86,gpt-5.4-mini,
167,225,is-not-biased,84,gpt-5.4-mini,
123,226,is-not-biased,86,gpt-5.4-mini,
97,227,is-not-biased,92,gpt-5.4-mini,
111,228,is-biased,92,gpt-5.4-mini,
13,229,is-biased,78,gpt-5.4-mini,
57,230,is-not-biased,96,gpt-5.4-mini,
115,231,is-not-biased,86,gpt-5.4-mini,
165,232,is-not-biased,84,gpt-5.4-mini,
271,233,is-not-biased,92,gpt-5.4-mini,
89,234,is-not-biased,84,gpt-5.4-mini,
81,235,is-not-biased,94,gpt-5.4-mini,
204,236,is-biased,84,gpt-5.4-mini,
133,237,is-not-biased,84,gpt-5.4-mini,
116,238,is-not-biased,92,gpt-5.4-mini,
242,239,is-not-biased,86,gpt-5.4-mini,
50,240,is-biased,84,gpt-5.4-mini,
155,241,is-not-biased,96,gpt-5.4-mini,
151,242,is-not-biased,94,gpt-5.4-mini,
160,243,is-not-biased,84,gpt-5.4-mini,
172,244,is-not-biased,93,gpt-5.4-mini,
153,245,is-not-biased,84,gpt-5.4-mini,
240,246,is-not-biased,92,gpt-5.4-mini,
243,247,is-not-biased,96,gpt-5.4-mini,
170,248,is-not-biased,92,gpt-5.4-mini,
101,249,is-not-biased,92,gpt-5.4-mini,
186,250,is-not-biased,92,gpt-5.4-mini,
248,251,is-not-biased,84,gpt-5.4-mini,
253,252,is-biased,86,gpt-5.4-mini,
246,253,is-not-biased,86,gpt-5.4-mini,
181,254,is-not-biased,86,gpt-5.4-mini,
199,255,is-not-biased,84,gpt-5.4-mini,
284,256,is-biased,92,gpt-5.4-mini,
154,257,is-not-biased,86,gpt-5.4-mini,
240,258,is-not-biased,92,gpt-5.4-mini,
63,259,is-not-biased,86,gpt-5.4-mini,
121,260,is-biased,84,gpt-5.4-mini,
72,261,is-not-biased,84,gpt-5.4-mini,
279,262,is-not-biased,84,gpt-5.4-mini,
180,263,is-not-biased,86,gpt-5.4-mini,
25,264,is-not-biased,84,gpt-5.4-mini,
58,265,is-biased,78,gpt-5.4-mini,
145,266,is-biased,84,gpt-5.4-mini,
141,267,is-not-biased,86,gpt-5.4-mini,
59,268,is-not-biased,84,gpt-5.4-mini,
128,269,is-not-biased,92,gpt-5.4-mini,
277,270,is-not-biased,96,gpt-5.4-mini,
131,271,is-not-biased,84,gpt-5.4-mini,
94,272,is-not-biased,86,gpt-5.4-mini,
157,273,is-biased,84,gpt-5.4-mini,
208,274,is-not-biased,84,gpt-5.4-mini,
262,275,is-not-biased,86,gpt-5.4-mini,
92,276,is-not-biased,94,gpt-5.4-mini,
227,277,is-not-biased,86,gpt-5.4-mini,
141,278,is-not-biased,86,gpt-5.4-mini,
279,279,is-biased,78,gpt-5.4-mini,
152,280,is-biased,84,gpt-5.4-mini,
287,281,is-biased,84,gpt-5.4-mini,
98,282,is-not-biased,92,gpt-5.4-mini,
130,283,is-not-biased,84,gpt-5.4-mini,
105,284,is-not-biased,86,gpt-5.4-mini,
244,285,is-not-biased,84,gpt-5.4-mini,
116,286,is-not-biased,91,gpt-5.4-mini,
181,287,is-not-biased,86,gpt-5.4-mini,
145,288,is-biased,84,gpt-5.4-mini,
267,289,is-not-biased,98,gpt-5.4-mini,
27,290,is-not-biased,84,gpt-5.4-mini,
180,291,is-not-biased,86,gpt-5.4-mini,
139,292,is-biased,86,gpt-5.4-mini,
269,293,is-not-biased,96,gpt-5.4-mini,
184,294,is-biased,78,gpt-5.4-mini,
100,295,is-not-biased,84,gpt-5.4-mini,
76,296,is-not-biased,86,gpt-5.4-mini,
73,297,is-biased,84,gpt-5.4-mini,
149,298,is-not-biased,86,gpt-5.4-mini,
235,299,is-biased,78,gpt-5.4-mini,
16,300,is-not-biased,92,gpt-5.4-mini,
36,301,is-not-biased,95,gpt-5.4-mini,
128,302,is-not-biased,92,gpt-5.4-mini,
263,303,is-not-biased,84,gpt-5.4-mini,
156,304,is-not-biased,86,gpt-5.4-mini,
265,305,is-biased,84,gpt-5.4-mini,
227,306,is-not-biased,86,gpt-5.4-mini,
35,307,is-not-biased,84,gpt-5.4-mini,
121,308,is-biased,78,gpt-5.4-mini,
22,309,is-not-biased,92,gpt-5.4-mini,
129,310,is-not-biased,92,gpt-5.4-mini,
115,311,is-not-biased,92,gpt-5.4-mini,
119,312,is-not-biased,86,gpt-5.4-mini,
112,313,is-not-biased,86,gpt-5.4-mini,
154,314,is-not-biased,86,gpt-5.4-mini,
102,315,is-not-biased,86,gpt-5.4-mini,
19,316,is-not-biased,94,gpt-5.4-mini,
210,317,is-not-biased,84,gpt-5.4-mini,
226,318,is-not-biased,84,gpt-5.4-mini,
261,319,is-not-biased,84,gpt-5.4-mini,
102,320,is-not-biased,92,gpt-5.4-mini,
0,321,is-not-biased,84,gpt-5.4-mini,
119,322,is-not-biased,86,gpt-5.4-mini,
121,323,is-biased,84,gpt-5.4-mini,
42,324,is-not-biased,92,gpt-5.4-mini,
165,325,is-not-biased,86,gpt-5.4-mini,
118,326,is-not-biased,86,gpt-5.4-mini,
173,327,is-biased,86,gpt-5.4-mini,
101,328,is-not-biased,92,gpt-5.4-mini,
271,329,is-not-biased,92,gpt-5.4-mini,
242,330,is-not-biased,86,gpt-5.4-mini,
133,331,is-not-biased,84,gpt-5.4-mini,
239,332,is-not-biased,94,gpt-5.4-mini,
3,333,is-not-biased,92,gpt-5.4-mini,
205,334,is-not-biased,86,gpt-5.4-mini,
22,335,is-not-biased,93,gpt-5.4-mini,
2,336,is-not-biased,96,gpt-5.4-mini,
241,337,is-not-biased,84,gpt-5.4-mini,
36,338,is-not-biased,95,gpt-5.4-mini,
75,339,is-not-biased,94,gpt-5.4-mini,
62,340,is-not-biased,84,gpt-5.4-mini,
136,341,is-not-biased,86,gpt-5.4-mini,
73,342,is-biased,84,gpt-5.4-mini,
150,343,is-not-biased,84,gpt-5.4-mini,
203,344,is-not-biased,96,gpt-5.4-mini,
129,345,is-not-biased,86,gpt-5.4-mini,
275,346,is-biased,86,gpt-5.4-mini,
155,347,is-not-biased,96,gpt-5.4-mini,
93,348,is-not-biased,86,gpt-5.4-mini,
146,349,is-not-biased,94,gpt-5.4-mini,
166,350,is-not-biased,86,gpt-5.4-mini,
43,351,is-not-biased,84,gpt-5.4-mini,
195,352,is-not-biased,92,gpt-5.4-mini,
157,353,is-biased,84,gpt-5.4-mini,
152,354,is-biased,84,gpt-5.4-mini,
99,355,is-not-biased,96,gpt-5.4-mini,
20,356,is-not-biased,84,gpt-5.4-mini,
160,357,is-not-biased,84,gpt-5.4-mini,
123,358,is-not-biased,86,gpt-5.4-mini,
116,359,is-not-biased,86,gpt-5.4-mini,
263,360,is-not-biased,84,gpt-5.4-mini,
171,361,is-not-biased,84,gpt-5.4-mini,
25,362,is-not-biased,84,gpt-5.4-mini,
122,363,is-biased,86,gpt-5.4-mini,
114,364,is-not-biased,84,gpt-5.4-mini,
101,365,is-not-biased,92,gpt-5.4-mini,
40,366,is-not-biased,84,gpt-5.4-mini,
220,367,is-not-biased,96,gpt-5.4-mini,
97,368,is-not-biased,93,gpt-5.4-mini,
192,369,is-not-biased,86,gpt-5.4-mini,
263,370,is-not-biased,84,gpt-5.4-mini,
2,371,is-not-biased,96,gpt-5.4-mini,
91,372,is-not-biased,94,gpt-5.4-mini,
153,373,is-not-biased,84,gpt-5.4-mini,
63,374,is-not-biased,86,gpt-5.4-mini,
125,375,is-not-biased,86,gpt-5.4-mini,
9,376,is-biased,84,gpt-5.4-mini,
230,377,is-biased,78,gpt-5.4-mini,
162,378,is-not-biased,86,gpt-5.4-mini,
65,379,is-not-biased,86,gpt-5.4-mini,
78,380,is-not-biased,86,gpt-5.4-mini,
88,381,is-not-biased,86,gpt-5.4-mini,
198,382,is-not-biased,86,gpt-5.4-mini,
112,383,is-not-biased,86,gpt-5.4-mini,
131,384,is-not-biased,84,gpt-5.4-mini,
133,385,is-not-biased,84,gpt-5.4-mini,
116,386,is-not-biased,92,gpt-5.4-mini,
11,387,is-not-biased,84,gpt-5.4-mini,
74,388,is-not-biased,84,gpt-5.4-mini,
29,389,is-not-biased,89,gpt-5.4-mini,
266,390,is-not-biased,86,gpt-5.4-mini,
139,391,is-biased,86,gpt-5.4-mini,
184,392,is-biased,78,gpt-5.4-mini,
121,393,is-biased,78,gpt-5.4-mini,
114,394,is-not-biased,86,gpt-5.4-mini,
135,395,is-not-biased,92,gpt-5.4-mini,
263,396,is-not-biased,84,gpt-5.4-mini,
230,397,is-not-biased,92,gpt-5.4-mini,
20,398,is-not-biased,84,gpt-5.4-mini,
23,399,is-not-biased,92,gpt-5.4-mini,
273,400,is-biased,86,gpt-5.4-mini,
280,401,is-not-biased,84,gpt-5.4-mini,
265,402,is-biased,84,gpt-5.4-mini,
206,403,is-not-biased,92,gpt-5.4-mini,
234,404,is-not-biased,92,gpt-5.4-mini,
18,405,is-not-biased,94,gpt-5.4-mini,
194,406,is-not-biased,94,gpt-5.4-mini,
132,407,is-not-biased,84,gpt-5.4-mini,
158,408,is-biased,84,gpt-5.4-mini,
127,409,is-not-biased,92,gpt-5.4-mini,
123,410,is-not-biased,86,gpt-5.4-mini,
175,411,is-biased,84,gpt-5.4-mini,
118,412,is-not-biased,86,gpt-5.4-mini,
151,413,is-not-biased,96,gpt-5.4-mini,
76,414,is-not-biased,84,gpt-5.4-mini,
197,415,is-biased,95,gpt-5.4-mini,
266,416,is-not-biased,86,gpt-5.4-mini,
99,417,is-not-biased,96,gpt-5.4-mini,
3,418,is-not-biased,92,gpt-5.4-mini,
144,419,is-not-biased,92,gpt-5.4-mini,
156,420,is-not-biased,84,gpt-5.4-mini,
139,421,is-biased,92,gpt-5.4-mini,
233,422,is-not-biased,84,gpt-5.4-mini,
200,423,is-not-biased,94,gpt-5.4-mini,
62,424,is-not-biased,84,gpt-5.4-mini,
146,425,is-not-biased,92,gpt-5.4-mini,
22,426,is-not-biased,92,gpt-5.4-mini,
130,427,is-not-biased,84,gpt-5.4-mini,
161,428,is-not-biased,84,gpt-5.4-mini,
134,429,is-not-biased,86,gpt-5.4-mini,
212,430,is-not-biased,86,gpt-5.4-mini,
182,431,is-biased,86,gpt-5.4-mini,
242,432,is-not-biased,86,gpt-5.4-mini,
57,433,is-not-biased,96,gpt-5.4-mini,
110,434,is-biased,84,gpt-5.4-mini,
151,435,is-not-biased,95,gpt-5.4-mini,
203,436,is-not-biased,96,gpt-5.4-mini,
22,437,is-not-biased,92,gpt-5.4-mini,
245,438,is-biased,86,gpt-5.4-mini,
101,439,is-not-biased,92,gpt-5.4-mini,
145,440,is-biased,84,gpt-5.4-mini,
253,441,is-biased,86,gpt-5.4-mini,
130,442,is-not-biased,84,gpt-5.4-mini,
83,443,is-biased,84,gpt-5.4-mini,
220,444,is-not-biased,96,gpt-5.4-mini,
274,445,is-not-biased,78,gpt-5.4-mini,
187,446,is-not-biased,92,gpt-5.4-mini,
139,447,is-biased,86,gpt-5.4-mini,
201,448,is-not-biased,92,gpt-5.4-mini,
239,449,is-not-biased,92,gpt-5.4-mini,
267,450,is-not-biased,98,gpt-5.4-mini,
101,451,is-not-biased,92,gpt-5.4-mini,
167,452,is-not-biased,84,gpt-5.4-mini,
56,453,is-not-biased,92,gpt-5.4-mini,
54,454,is-not-biased,92,gpt-5.4-mini,
277,455,is-not-biased,96,gpt-5.4-mini,
78,456,is-not-biased,86,gpt-5.4-mini,
39,457,is-not-biased,86,gpt-5.4-mini,
74,458,is-not-biased,84,gpt-5.4-mini,
223,459,is-not-biased,86,gpt-5.4-mini,
99,460,is-not-biased,96,gpt-5.4-mini,
162,461,is-not-biased,84,gpt-5.4-mini,
234,462,is-not-biased,92,gpt-5.4-mini,
76,463,is-not-biased,86,gpt-5.4-mini,
144,464,is-not-biased,92,gpt-5.4-mini,
183,465,is-not-biased,96,gpt-5.4-mini,
24,466,is-not-biased,96,gpt-5.4-mini,
81,467,is-not-biased,94,gpt-5.4-mini,
97,468,is-not-biased,92,gpt-5.4-mini,
279,469,is-biased,84,gpt-5.4-mini,
102,470,is-not-biased,86,gpt-5.4-mini,
165,471,is-not-biased,84,gpt-5.4-mini,
222,472,is-not-biased,92,gpt-5.4-mini,
67,473,is-not-biased,86,gpt-5.4-mini,
232,474,is-biased,72,gpt-5.4-mini,
156,475,is-not-biased,86,gpt-5.4-mini,
177,476,is-biased,84,gpt-5.4-mini,
136,477,is-not-biased,92,gpt-5.4-mini,
230,478,is-not-biased,94,gpt-5.4-mini,
34,479,is-not-biased,92,gpt-5.4-mini,
154,480,is-not-biased,86,gpt-5.4-mini,
227,481,is-not-biased,84,gpt-5.4-mini,
288,482,is-biased,92,gpt-5.4-mini,
41,483,is-not-biased,84,gpt-5.4-mini,
32,484,is-not-biased,86,gpt-5.4-mini,
130,485,is-not-biased,84,gpt-5.4-mini,
7,486,is-not-biased,84,gpt-5.4-mini,
152,487,is-biased,84,gpt-5.4-mini,
144,488,is-not-biased,92,gpt-5.4-mini,
45,489,is-biased,84,gpt-5.4-mini,
166,490,is-not-biased,86,gpt-5.4-mini,
165,491,is-not-biased,84,gpt-5.4-mini,
161,492,is-not-biased,84,gpt-5.4-mini,
145,493,is-biased,84,gpt-5.4-mini,
156,494,is-not-biased,86,gpt-5.4-mini,
263,495,is-not-biased,84,gpt-5.4-mini,
171,496,is-not-biased,84,gpt-5.4-mini,
139,497,is-biased,84,gpt-5.4-mini,
7,498,is-not-biased,84,gpt-5.4-mini,
31,499,is-not-biased,92,gpt-5.4-mini,
136,500,is-not-biased,92,gpt-5.4-mini,
154,501,is-not-biased,86,gpt-5.4-mini,
284,502,is-biased,92,gpt-5.4-mini,
173,503,is-biased,92,gpt-5.4-mini,
208,504,is-not-biased,86,gpt-5.4-mini,
109,505,is-not-biased,92,gpt-5.4-mini,
223,506,is-not-biased,86,gpt-5.4-mini,
225,507,is-not-biased,92,gpt-5.4-mini,
225,508,is-not-biased,94,gpt-5.4-mini,
197,509,is-biased,92,gpt-5.4-mini,
74,510,is-not-biased,84,gpt-5.4-mini,
59,511,is-not-biased,84,gpt-5.4-mini,
33,512,is-not-biased,92,gpt-5.4-mini,
46,513,is-biased,84,gpt-5.4-mini,
156,514,is-not-biased,84,gpt-5.4-mini,
142,515,is-not-biased,84,gpt-5.4-mini,
177,516,is-biased,86,gpt-5.4-mini,
62,517,is-not-biased,84,gpt-5.4-mini,
25,518,is-not-biased,84,gpt-5.4-mini,
136,519,is-not-biased,92,gpt-5.4-mini,
168,520,is-not-biased,78,gpt-5.4-mini,
181,521,is-not-biased,84,gpt-5.4-mini,
8,522,is-not-biased,86,gpt-5.4-mini,
153,523,is-not-biased,84,gpt-5.4-mini,
143,524,is-biased,86,gpt-5.4-mini,
157,525,is-biased,84,gpt-5.4-mini,
112,526,is-not-biased,84,gpt-5.4-mini,
87,527,is-not-biased,84,gpt-5.4-mini,
86,528,is-not-biased,95,gpt-5.4-mini,
181,529,is-not-biased,86,gpt-5.4-mini,
115,530,is-not-biased,92,gpt-5.4-mini,
179,531,is-not-biased,78,gpt-5.4-mini,
127,532,is-not-biased,92,gpt-5.4-mini,
265,533,is-biased,84,gpt-5.4-mini,
262,534,is-not-biased,86,gpt-5.4-mini,
149,535,is-not-biased,86,gpt-5.4-mini,
84,536,is-not-biased,84,gpt-5.4-mini,
168,537,is-not-biased,78,gpt-5.4-mini,
256,538,is-biased,92,gpt-5.4-mini,
148,539,is-not-biased,96,gpt-5.4-mini,
7,540,is-not-biased,84,gpt-5.4-mini,
182,541,is-biased,86,gpt-5.4-mini,
142,542,is-not-biased,84,gpt-5.4-mini,
111,543,is-biased,86,gpt-5.4-mini,
123,544,is-not-biased,86,gpt-5.4-mini,
193,545,is-not-biased,92,gpt-5.4-mini,
268,546,is-biased,78,gpt-5.4-mini,
116,547,is-not-biased,86,gpt-5.4-mini,
272,548,is-biased,84,gpt-5.4-mini,
36,549,is-not-biased,95,gpt-5.4-mini,
105,550,is-not-biased,84,gpt-5.4-mini,
6,551,is-not-biased,92,gpt-5.4-mini,
246,552,is-not-biased,92,gpt-5.4-mini,
94,553,is-not-biased,86,gpt-5.4-mini,
120,554,is-biased,84,gpt-5.4-mini,
193,555,is-not-biased,92,gpt-5.4-mini,
25,556,is-not-biased,84,gpt-5.4-mini,
274,557,is-not-biased,84,gpt-5.4-mini,
100,558,is-not-biased,84,gpt-5.4-mini,
131,559,is-not-biased,84,gpt-5.4-mini,
196,560,is-biased,96,gpt-5.4-mini,
155,561,is-not-biased,96,gpt-5.4-mini,
103,562,is-not-biased,92,gpt-5.4-mini,
253,563,is-biased,86,gpt-5.4-mini,
71,564,is-not-biased,84,gpt-5.4-mini,
169,565,is-biased,78,gpt-5.4-mini,
